Date,Solidary,Anti-Solidary,Other,10 most common hashtags
2020-01-11,497,90,54,refugees: 317	refugeeswelcome: 127	refugee: 69	texas: 62	leavenoonebehind: 34	seenotrettung: 27	brexit: 24	asylumseekers: 21	greece: 21	flüchtlinge: 20	
2020-01-12,337,69,49,refugees: 224	refugeeswelcome: 71	refugee: 58	leavenoonebehind: 28	flüchtlinge: 26	seenotrettung: 26	immigration: 19	texas: 19	asylumseekers: 17	migrants: 17	
2020-01-13,514,96,105,refugees: 340	refugeeswelcome: 124	refugee: 78	seenotrettung: 61	leavenoonebehind: 57	flüchtlinge: 41	migration: 35	migrants: 34	texas: 32	immigration: 29	
2020-01-14,541,104,93,refugees: 340	refugeeswelcome: 94	refugee: 91	leavenoonebehind: 58	flüchtlinge: 55	asylumseekers: 51	immigration: 37	texas: 22	migration: 22	standwithrefugees: 19	
2020-01-15,604,106,108,refugees: 341	refugeeswelcome: 173	refugee: 123	leavenoonebehind: 61	flüchtlinge: 41	immigration: 29	seenotrettung: 26	migrants: 23	standwithrefugees: 22	asylumseekers: 20	
2020-01-16,444,67,97,refugees: 292	refugeeswelcome: 96	refugee: 83	leavenoonebehind: 50	flüchtlinge: 39	asylumseekers: 27	seenotrettung: 26	immigration: 21	humanrights: 21	migrants: 19	
2020-01-17,407,64,86,refugees: 259	refugee: 95	refugeeswelcome: 67	leavenoonebehind: 38	seenotrettung: 30	humanrights: 25	flüchtlinge: 25	asylumseekers: 24	migrants: 21	immigration: 19	
2020-01-18,304,73,79,refugees: 193	refugeeswelcome: 69	refugee: 59	flüchtlinge: 47	leavenoonebehind: 30	immigration: 25	seenotrettung: 24	asylumseekers: 19	syria: 16	eu: 16	
2020-01-19,368,66,72,refugees: 189	refugeeswelcome: 127	refugee: 61	flüchtlinge: 47	canada: 29	leavenoonebehind: 29	immigration: 20	scrap37: 20	syria: 19	seenotrettung: 19	
2020-01-20,569,88,80,refugees: 330	refugeeswelcome: 141	refugee: 90	leavenoonebehind: 57	flüchtlinge: 55	seenotrettung: 46	migrants: 30	humanrights: 27	climate: 24	righttoreunite: 24	
2020-01-21,813,76,109,refugeeswelcome: 448	scrap37: 346	refugees: 299	refugee: 80	leavenoonebehind: 79	seenotrettung: 32	flüchtlinge: 31	migration: 29	climatechange: 24	immigration: 23	
2020-01-22,868,94,91,refugeeswelcome: 476	scrap37: 352	refugees: 293	refugee: 104	leavenoonebehind: 71	flüchtlinge: 37	migrants: 29	migration: 29	asylumseekers: 20	seenotrettung: 18	
2020-01-23,501,86,127,refugees: 294	refugee: 137	refugeeswelcome: 106	leavenoonebehind: 75	humanrights: 59	rohingya: 56	genocide: 54	myanmar: 53	icj: 48	rohingyas: 47	
2020-01-24,504,90,96,refugees: 249	leavenoonebehind: 124	refugeeswelcome: 105	refugee: 91	flüchtlinge: 59	educationday: 39	education: 33	asylumseekers: 26	beatntds: 25	sdg4: 21	
2020-01-25,306,62,70,refugees: 166	refugee: 72	refugeeswelcome: 57	leavenoonebehind: 45	seenotrettung: 34	flüchtlinge: 31	asylumseekers: 20	immigration: 20	gloucester: 18	gloucestershire: 18	
2020-01-26,286,67,60,refugees: 179	refugeeswelcome: 69	refugee: 62	flüchtlinge: 28	leavenoonebehind: 25	seenotrettung: 19	asylumseekers: 13	genocide: 13	immigration: 11	immigrants: 11	
2020-01-27,427,59,63,refugees: 247	refugeeswelcome: 111	refugee: 69	leavenoonebehind: 51	migrants: 29	immigration: 24	flüchtlinge: 22	holocaustmemorialday: 21	seenotrettung: 21	asylumseekers: 19	
2020-01-28,514,79,111,refugees: 312	refugee: 95	refugeeswelcome: 86	leavenoonebehind: 73	flüchtlinge: 44	asylumseekers: 38	seenotrettung: 30	migrants: 22	immigration: 20	auspol: 20	
2020-01-29,534,82,84,refugees: 308	refugee: 110	leavenoonebehind: 89	asylumseekers: 63	refugeeswelcome: 55	seenotrettung: 36	migrants: 29	flüchtlinge: 28	rohingya: 23	sdgs: 23	
2020-01-30,604,81,119,refugees: 277	leavenoonebehind: 181	refugee: 107	refugeeswelcome: 82	beatntds: 51	flüchtlinge: 50	asylumseekers: 41	seenotrettung: 39	twendekazinasdgs: 36	migrants: 30	
2020-01-31,468,56,89,refugees: 223	refugeeswelcome: 112	refugee: 85	leavenoonebehind: 63	seenotrettung: 45	asylumseekers: 36	migrants: 28	flüchtlinge: 27	brexit50p: 23	fiftypeesforrefugees: 23	
2020-02-01,282,57,46,refugees: 149	refugeeswelcome: 62	leavenoonebehind: 44	refugee: 42	seenotrettung: 31	flüchtlinge: 26	migrants: 17	asylumseekers: 15	libya: 15	immigration: 12	
2020-02-02,303,51,67,refugees: 170	refugeeswelcome: 54	refugee: 52	leavenoonebehind: 37	flüchtlinge: 33	asylumseekers: 23	seenotrettung: 22	ausopen: 20	sanctionaustralia: 19	ao2020: 19	
2020-02-03,396,90,86,refugees: 203	refugeeswelcome: 76	refugee: 74	leavenoonebehind: 62	flüchtlinge: 55	seenotrettung: 32	migrants: 28	wirhabenplatz: 28	asylumseekers: 22	migration: 18	
2020-02-04,442,118,104,refugees: 277	leavenoonebehind: 81	refugee: 76	flüchtlinge: 74	refugeeswelcome: 58	seenotrettung: 40	merkel: 26	wirhabenplatz: 25	migrants: 23	migration: 20	
2020-02-05,467,76,95,refugees: 267	refugee: 99	refugeeswelcome: 83	leavenoonebehind: 66	flüchtlinge: 41	asylumseekers: 33	migrants: 21	rohingya: 20	sotu: 18	seenotrettung: 18	
2020-02-06,418,60,90,refugees: 246	refugee: 88	refugeeswelcome: 76	leavenoonebehind: 57	flüchtlinge: 31	asylumseekers: 27	wirhabenplatz: 24	migration: 21	syria: 20	eu: 17	
2020-02-07,431,56,69,refugees: 252	refugee: 80	wirhabenplatz: 76	refugeeswelcome: 51	leavenoonebehind: 49	asylumseekers: 25	immigration: 23	migrants: 21	flüchtlinge: 17	syria: 17	
2020-02-08,707,124,59,wirhabenplatz: 566	evakuierenstattignorieren: 431	refugees: 160	refugeeswelcome: 51	refugee: 45	leavenoonebehind: 38	seebrücke: 33	b0802: 28	griechenland: 26	migrants: 24	
2020-02-09,273,27,52,refugees: 142	refugee: 59	refugeeswelcome: 36	leavenoonebehind: 33	wirhabenplatz: 22	asylumseekers: 19	refugeecrisis: 15	flüchtlinge: 15	greece: 14	seenotrettung: 12	
2020-02-10,445,49,75,refugees: 240	leavenoonebehind: 92	refugee: 71	refugeeswelcome: 67	asylumseekers: 26	flüchtlinge: 24	immigration: 22	migrants: 21	seenotrettung: 21	greece: 19	
2020-02-11,480,51,95,refugees: 257	leavenoonebehind: 118	refugee: 96	refugeeswelcome: 64	asylumseekers: 39	rohingya: 28	flüchtlinge: 22	migrants: 21	syria: 19	youthacshr2020: 19	
2020-02-12,643,61,111,refugees: 266	leavenoonebehind: 202	refugeeswelcome: 158	refugee: 98	acshr2020: 55	flüchtlinge: 40	migrants: 34	asylumseekers: 26	migration: 22	syria: 17	
2020-02-13,581,62,119,refugees: 256	leavenoonebehind: 225	refugee: 100	refugeeswelcome: 92	datamustcapture: 73	olderpersons: 44	flüchtlinge: 36	acshr2020: 36	asylumseekers: 27	refugeecrisis: 19	
2020-02-14,471,66,89,refugees: 248	leavenoonebehind: 104	refugeeswelcome: 99	refugee: 75	asylumseekers: 32	acshr2020: 31	valentinesday: 31	syria: 27	flüchtlinge: 23	sdgs: 21	
2020-02-15,311,37,59,refugees: 181	refugee: 62	refugeeswelcome: 58	leavenoonebehind: 53	asylumseekers: 25	syria: 23	flüchtlinge: 22	immigration: 16	rohingya: 15	migrants: 15	
2020-02-16,286,53,53,refugees: 167	refugeeswelcome: 59	refugee: 42	leavenoonebehind: 34	flüchtlinge: 33	asylumseekers: 25	syria: 18	migrants: 16	immigration: 14	asylum: 14	
2020-02-17,490,70,106,refugees: 262	refugeeswelcome: 119	leavenoonebehind: 79	refugee: 78	refugeesummit: 73	refugeeforum: 61	unsginpakistan: 58	asylumseekers: 40	pakistan: 37	syria: 34	
2020-02-18,495,60,106,refugees: 298	refugee: 103	leavenoonebehind: 80	refugeeswelcome: 76	seenotrettung: 29	syria: 28	asylumseekers: 24	flüchtlinge: 24	migrants: 23	humanrights: 21	
2020-02-19,457,58,104,refugees: 270	refugeeswelcome: 84	refugee: 79	leavenoonebehind: 76	flüchtlinge: 35	asylumseekers: 31	migrants: 24	syria: 23	immigration: 22	seenotrettung: 22	
2020-02-20,471,55,111,refugees: 257	leavenoonebehind: 129	refugee: 91	refugeeswelcome: 69	asylumseekers: 34	flüchtlinge: 34	sdgs: 30	worlddayofsocialjustice: 24	migrants: 23	socialjusticeday: 23	
2020-02-21,426,59,69,refugees: 242	refugeeswelcome: 84	leavenoonebehind: 73	refugee: 67	asylumseekers: 29	migrants: 26	flüchtlinge: 26	seenotrettung: 21	syria: 21	immigration: 20	
2020-02-22,254,34,48,refugees: 164	refugeeswelcome: 53	refugee: 44	leavenoonebehind: 28	genocide: 16	asylumseekers: 15	syria: 13	flüchtlinge: 12	migrants: 12	rohingya: 11	
2020-02-23,256,37,30,refugees: 128	refugee: 46	refugeeswelcome: 36	leavenoonebehind: 32	wirhabenplatz: 21	flüchtlinge: 17	syria: 16	seenotrettung: 16	migrants: 15	moria: 15	
2020-02-24,459,28,85,refugees: 227	leavenoonebehind: 123	refugee: 91	refugeeswelcome: 46	seenotrettung: 42	demokratie: 33	wangerlandsofa: 32	miteinanderreden: 32	friesland: 32	hooksiel: 32	
2020-02-25,498,52,93,refugees: 252	refugee: 112	leavenoonebehind: 107	refugeeswelcome: 72	migration: 53	arfsd2020: 38	women: 36	foreigner: 36	magazine: 34	sdgs: 32	
2020-02-26,503,59,102,refugees: 237	leavenoonebehind: 137	refugee: 120	refugeeswelcome: 73	arfsd2020: 45	sdgs: 37	decadeofaction: 30	migration: 29	migrants: 24	flüchtlinge: 21	
2020-02-27,586,114,143,refugees: 346	refugeeswelcome: 115	refugee: 109	leavenoonebehind: 92	flüchtlinge: 68	turkey: 68	syria: 58	idlib: 51	europe: 49	türkei: 46	
2020-02-28,1118,797,444,refugees: 760	refugeeswelcome: 510	flüchtlinge: 477	turkey: 313	türkei: 298	erdogan: 220	syria: 208	eu: 185	fluechtlinge: 180	idlib: 174	
2020-02-29,898,802,362,refugees: 692	flüchtlinge: 423	refugeeswelcome: 356	erdogan: 313	turkey: 298	greece: 238	türkei: 224	eu: 209	griechenland: 194	fluechtlinge: 190	
2020-03-01,1186,1168,408,refugees: 827	flüchtlinge: 546	refugeeswelcome: 442	greece: 415	turkey: 354	griechenland: 315	eu: 299	erdogan: 275	türkei: 242	istandwithgreece: 232	
2020-03-02,2447,1900,653,refugees: 1230	refugeeswelcome: 1192	griechenland: 935	fluechtlinge: 739	flüchtlinge: 736	greece: 591	eu: 439	turkey: 381	erdogan: 327	istandwithgreece: 304	
2020-03-03,3102,3012,707,wirhabenplatz: 3354	refugees: 1170	refugeeswelcome: 1130	griechenland: 760	flüchtlinge: 491	greece: 457	eu: 445	turkey: 314	fluechtlinge: 307	erdogan: 263	
2020-03-04,1636,1071,421,wirhabenplatz: 884	refugees: 765	refugeeswelcome: 477	griechenland: 394	flüchtlinge: 341	eu: 294	greece: 290	turkey: 224	refugee: 199	fluechtlinge: 176	
2020-03-05,1507,887,391,refugees: 830	wirhabenplatz: 582	refugeeswelcome: 392	flüchtlinge: 379	griechenland: 329	eu: 272	greece: 261	turkey: 205	fluechtlinge: 189	erdogan: 161	
2020-03-06,1389,813,343,refugees: 840	wirhabenplatz: 512	refugeeswelcome: 461	greece: 329	flüchtlinge: 309	griechenland: 276	turkey: 272	eu: 184	fluechtlinge: 175	türkei: 97	
2020-03-07,1119,870,310,refugees: 645	wirhabenplatz: 476	flüchtlinge: 343	refugeeswelcome: 312	greece: 284	fluechtlinge: 257	griechenland: 234	eu: 215	turkey: 170	türkei: 125	
2020-03-08,976,832,286,refugees: 570	flüchtlinge: 322	refugeeswelcome: 295	wirhabenplatz: 262	griechenland: 231	greece: 220	fluechtlinge: 190	eu: 160	turkey: 155	refugee: 126	
2020-03-09,1056,978,374,refugees: 540	wirhabenplatz: 401	flüchtlinge: 366	fluechtlinge: 364	refugeeswelcome: 317	griechenland: 274	eu: 169	greece: 164	refugee: 136	turkey: 117	
2020-03-10,883,505,243,refugees: 542	refugeeswelcome: 209	flüchtlinge: 189	wirhabenplatz: 185	refugee: 152	griechenland: 135	fluechtlinge: 121	greece: 112	eu: 88	turkey: 81	
2020-03-11,734,430,267,refugees: 481	wirhabenplatz: 175	flüchtlinge: 167	refugeeswelcome: 147	refugee: 118	greece: 110	turkey: 96	leavenoonebehind: 95	eu: 79	griechenland: 76	
2020-03-12,664,280,205,refugees: 385	wirhabenplatz: 122	refugeeswelcome: 109	leavenoonebehind: 101	refugee: 94	flüchtlinge: 84	greece: 75	griechenland: 73	coronavirus: 68	asylumseekers: 61	
2020-03-13,683,234,177,refugees: 354	refugeeswelcome: 124	wirhabenplatz: 117	flüchtlinge: 96	refugee: 92	coronavirus: 89	leavenoonebehind: 80	covid_19: 75	griechenland: 74	eu: 69	
2020-03-14,462,260,134,refugees: 307	coronavirus: 104	refugeeswelcome: 99	wirhabenplatz: 84	flüchtlinge: 79	corona: 58	refugee: 55	fluechtlinge: 52	greece: 52	wirschaffendas: 49	
2020-03-15,369,236,132,refugees: 201	coronavirus: 94	flüchtlinge: 93	wirhabenplatz: 80	covidー19: 79	wirschaffendas: 79	refugeeswelcome: 75	refugee: 62	covid19: 56	corona: 50	
2020-03-16,570,227,159,refugees: 287	wirhabenplatz: 131	refugeeswelcome: 110	coronavirus: 104	covid19: 94	leavenoonebehind: 92	flüchtlinge: 83	moria: 82	refugee: 80	wirschaffendas: 62	
2020-03-17,1030,259,186,leavenoonebehind: 553	refugees: 362	refugeeswelcome: 130	coronavirus: 126	covid19: 118	flüchtlinge: 92	wirhabenplatz: 91	corona: 87	refugee: 74	wirschaffendas: 56	
2020-03-18,1824,330,206,leavenoonebehind: 1290	refugees: 392	coronavirus: 211	covid19: 208	refugeeswelcome: 186	corona: 144	wirhabenplatz: 128	flüchtlinge: 124	refugee: 105	wirschaffendas: 98	
2020-03-19,1138,203,134,leavenoonebehind: 707	refugees: 329	covid19: 181	coronavirus: 146	refugeeswelcome: 109	wirschaffendas: 91	corona: 79	wirhabenplatz: 68	refugee: 61	oneworldonehumanity: 55	
2020-03-20,1050,190,173,leavenoonebehind: 661	refugees: 312	covid19: 255	coronavirus: 107	wirschaffendas: 98	refugeeswelcome: 97	covid_19: 95	refugee: 76	corona: 71	flüchtlinge: 70	
2020-03-21,1334,178,139,leavenoonebehind: 1017	covid19: 284	wirhabenplatz: 238	refugees: 218	grenzentöten: 166	refugeeswelcome: 145	covid_19: 99	coronavirus: 91	corona: 90	grenzentoeten: 80	
2020-03-22,730,149,89,leavenoonebehind: 468	covid19: 222	refugees: 202	covidー19: 74	coronavirus: 74	wirschaffendas: 70	refugeeswelcome: 68	wirhabenplatz: 48	flüchtlinge: 45	corona: 45	
2020-03-23,862,144,119,leavenoonebehind: 476	refugees: 286	covid19: 278	covidー19: 122	coronavirus: 108	refugee: 78	wirschaffendas: 77	refugeeswelcome: 70	flüchtlinge: 52	wirhabenplatz: 51	
2020-03-24,993,137,118,leavenoonebehind: 656	covid19: 308	refugees: 279	refugee: 94	coronavirus: 85	refugeeswelcome: 59	wirschaffendas: 57	flüchtlinge: 57	corona: 43	greece: 39	
2020-03-25,1017,162,116,leavenoonebehind: 665	covid19: 274	refugees: 267	moria: 107	coronavirus: 89	flüchtlinge: 79	refugee: 75	corona: 75	refugeeswelcome: 74	wirhabenplatz: 64	
2020-03-26,934,142,166,leavenoonebehind: 544	refugees: 302	covid19: 238	coronavirus: 111	refugee: 94	refugeeswelcome: 77	flüchtlinge: 72	covid2019: 66	corona: 57	moria: 56	
2020-03-27,923,195,176,leavenoonebehind: 510	refugees: 352	covid19: 264	coronavirus: 148	refugee: 106	flüchtlinge: 101	refugeeswelcome: 72	corona: 57	covid2019: 42	moria: 41	
2020-03-28,713,126,123,leavenoonebehind: 402	refugees: 231	covid19: 177	coronavirus: 84	refugeeswelcome: 81	flüchtlinge: 62	asylumseekers: 53	refugee: 49	moria: 49	wirhabenplatz: 43	
2020-03-29,5067,354,202,leavenoonebehind: 4936	wirhabenplatz: 449	refugeeswelcome: 313	europanichtdenleyenüberlassen: 285	covid_19: 230	refugees: 214	moria: 184	covid19: 168	cantwashyourhands: 126	coronavirus: 111	
2020-03-30,844,165,118,leavenoonebehind: 513	refugees: 252	covid19: 206	coronavirus: 103	refugeeswelcome: 89	refugee: 65	flüchtlinge: 62	covid_19: 60	asylumseekers: 60	wirhabenplatz: 56	
2020-03-31,833,119,132,leavenoonebehind: 415	refugees: 296	covid19: 278	coronavirus: 131	refugee: 90	refugeeswelcome: 79	asylumseekers: 76	corona: 55	moria: 51	flüchtlinge: 48	
2020-04-01,831,110,108,leavenoonebehind: 455	refugees: 294	covid19: 258	coronavirus: 105	refugee: 87	covidー19: 69	refugeeswelcome: 57	flüchtlinge: 54	migrants: 50	unitedwestream: 43	
2020-04-02,1176,195,206,leavenoonebehind: 672	refugees: 394	covid19: 337	flüchtlinge: 134	coronavirus: 121	refugee: 120	eu: 110	asylumseekers: 83	refugeeswelcome: 83	moria: 75	
2020-04-03,910,156,137,leavenoonebehind: 557	refugees: 274	covid19: 238	coronavirus: 95	refugee: 91	refugeeswelcome: 84	flüchtlinge: 62	asylumseekers: 58	corona: 48	moria: 48	
2020-04-04,804,146,111,leavenoonebehind: 547	refugees: 223	covid19: 166	coronavirus: 72	refugeeswelcome: 68	moria: 59	wirhabenplatz: 58	corona: 56	flüchtlinge: 52	refugee: 49	
2020-04-05,2008,421,173,leavenoonebehind: 1942	wirhabenplatz: 513	refugees: 208	moria: 207	covid19: 176	refugeeswelcome: 144	corona: 118	coronavirus: 99	seebrücke: 86	covid_19: 83	
2020-04-06,1045,193,136,leavenoonebehind: 766	covid19: 273	refugees: 270	refugee: 100	wirhabenplatz: 92	refugeeswelcome: 87	covid_19: 85	coronavirus: 84	corona: 64	moria: 50	
2020-04-07,1287,319,136,leavenoonebehind: 1019	covid19: 423	refugees: 267	refugeeswelcome: 137	moria: 121	coronavirus: 105	flüchtlinge: 94	refugee: 87	worldhealthday: 77	wirhabenplatz: 74	
2020-04-08,1168,367,175,leavenoonebehind: 898	refugees: 323	covid19: 286	moria: 140	wirhabenplatz: 109	refugee: 107	refugeeswelcome: 100	flüchtlinge: 98	coronavirus: 91	griechenland: 69	
2020-04-09,916,191,134,leavenoonebehind: 651	refugees: 264	covid19: 211	coronavirus: 83	refugee: 83	refugeeswelcome: 70	wirhabenplatz: 64	covidー19: 60	flüchtlinge: 56	moria: 49	
2020-04-10,714,173,101,leavenoonebehind: 480	refugees: 228	covid19: 188	coronavirus: 72	refugeeswelcome: 69	refugee: 65	covidー19: 49	flüchtlinge: 45	moria: 38	seenotrettung: 38	
2020-04-11,614,164,93,leavenoonebehind: 449	refugees: 185	covid19: 104	refugeeswelcome: 55	flüchtlinge: 52	coronavirus: 52	refugee: 48	corona: 42	seenotrettung: 41	wirhabenplatz: 40	
2020-04-12,702,219,132,leavenoonebehind: 601	refugees: 175	covid19: 91	refugeeswelcome: 86	seenotrettung: 59	coronavirus: 58	moria: 56	flüchtlinge: 53	alankurdi: 47	refugee: 44	
2020-04-13,769,215,104,leavenoonebehind: 581	refugees: 224	covid19: 113	refugeeswelcome: 91	seenotrettung: 67	refugee: 64	coronavirus: 64	flüchtlinge: 58	eu: 53	corona: 44	
2020-04-14,821,201,126,leavenoonebehind: 483	refugees: 258	covid19: 172	refugee: 106	flüchtlinge: 87	seenotrettung: 73	refugeeswelcome: 66	coronavirus: 54	europa: 44	wirhabenplatz: 41	
2020-04-15,828,241,135,leavenoonebehind: 545	refugees: 266	covid19: 155	refugeeswelcome: 84	flüchtlinge: 83	refugee: 69	coronavirus: 60	moria: 59	wirhabenplatz: 59	fluechtlinge: 49	
2020-04-16,828,206,140,leavenoonebehind: 499	refugees: 307	covid19: 192	refugee: 115	refugeeswelcome: 80	coronavirus: 75	flüchtlinge: 67	moria: 61	migrants: 48	asylumseekers: 41	
2020-04-17,717,156,114,leavenoonebehind: 420	refugees: 265	covid19: 160	refugee: 84	refugeeswelcome: 69	flüchtlinge: 64	coronavirus: 63	corona: 47	eu: 41	covid_19: 38	
2020-04-18,771,359,98,leavenoonebehind: 495	refugees: 259	flüchtlinge: 188	refugeeswelcome: 81	covid19: 78	fluechtlinge: 74	moria: 68	covid_19: 60	refugee: 53	wirhabenplatz: 48	
2020-04-19,1822,280,128,leavenoonebehind: 1715	covid19: 572	refugees: 189	europemustact: 120	papersforall: 109	flüchtlinge: 97	wirhabenplatz: 87	europanichtdenleyenüberlassen: 78	moria: 70	refugeeswelcome: 69	
2020-04-20,828,182,127,leavenoonebehind: 546	covid19: 315	refugees: 254	refugee: 88	coronavirus: 75	refugeeswelcome: 73	flüchtlinge: 72	fluechtlinge: 42	wirhabenplatz: 38	moria: 34	
2020-04-21,749,113,103,leavenoonebehind: 404	refugees: 267	covid19: 239	refugee: 89	refugeeswelcome: 86	coronavirus: 57	flüchtlinge: 49	moria: 39	covidー19: 32	asylumseekers: 32	
2020-04-22,741,116,128,leavenoonebehind: 432	refugees: 272	covid19: 205	refugee: 109	coronavirus: 61	refugeeswelcome: 55	flüchtlinge: 54	moria: 43	asylumseekers: 42	migrants: 35	
2020-04-23,850,99,119,leavenoonebehind: 493	refugees: 285	covid19: 231	refugee: 99	refugeeswelcome: 64	coronavirus: 61	flüchtlinge: 52	moria: 51	asylumseekers: 46	lagerevakuieren: 39	
2020-04-24,925,107,155,leavenoonebehind: 641	refugees: 278	covid19: 273	fighteverycrisis: 87	refugeeswelcome: 87	refugee: 85	coronavirus: 46	migrants: 42	flüchtlinge: 40	covid_19: 36	
2020-04-25,600,124,91,leavenoonebehind: 461	refugees: 174	covid19: 135	refugeeswelcome: 55	refugee: 50	moria: 42	rohingya: 28	flüchtlinge: 27	coronavirus: 24	corona: 22	
2020-04-26,523,195,78,leavenoonebehind: 461	refugees: 159	systemexit: 123	exitracism: 102	covid19: 83	refugeeswelcome: 69	alerta: 49	nazisblockieren: 47	onlinedemo: 47	nazisraus: 38	
2020-04-27,1195,190,182,leavenoonebehind: 1023	evacuatemoria: 534	refugees: 285	shutdownallcamps: 256	covid19: 203	moria: 93	refugee: 90	refugeeswelcome: 71	corona: 60	coronavirus: 48	
2020-04-28,765,93,105,leavenoonebehind: 359	refugees: 332	covid19: 214	refugee: 116	refugeeswelcome: 65	coronavirus: 59	asylumseekers: 40	flüchtlinge: 38	migrants: 36	corona: 36	
2020-04-29,729,101,105,leavenoonebehind: 435	refugees: 276	covid19: 200	refugee: 93	migrants: 48	coronavirus: 44	refugeeswelcome: 42	flüchtlinge: 39	wirhabenplatz: 36	asylumseekers: 34	
2020-04-30,657,101,94,leavenoonebehind: 376	refugees: 231	covid19: 181	refugee: 85	refugeeswelcome: 60	migrants: 38	asylumseekers: 35	flüchtlinge: 35	coronavirus: 34	moria: 31	
2020-05-01,748,97,128,leavenoonebehind: 476	refugees: 288	covid19: 134	1mai: 101	refugee: 72	mayday: 55	refugeeswelcome: 52	b0105: 32	rohingya: 28	1mai2020: 28	
2020-05-02,479,68,83,leavenoonebehind: 306	refugees: 168	covid19: 67	refugee: 52	refugeeswelcome: 42	rohingya: 33	shutdownlindenstraße: 29	migrants: 22	hb0205: 21	asylumseekers: 20	
2020-05-03,456,71,81,leavenoonebehind: 298	refugees: 179	covid19: 67	refugee: 40	refugeeswelcome: 39	rohingya: 30	coronavirus: 28	migrants: 27	wirhabenplatz: 27	humanrights: 21	
2020-05-04,551,65,79,refugees: 309	leavenoonebehind: 212	covid19: 112	refugee: 66	migrants: 37	covidー19: 37	refugeeswelcome: 37	coronavirus: 35	rohingya: 32	asylumseekers: 30	
2020-05-05,704,102,109,refugees: 350	leavenoonebehind: 289	covid19: 155	refugee: 113	givingtuesdaynow: 98	refugeeswelcome: 56	coronavirus: 43	asylumseekers: 41	flüchtlinge: 40	moria: 31	
2020-05-06,572,84,90,leavenoonebehind: 268	refugees: 252	covid19: 128	refugee: 87	refugeeswelcome: 42	migrants: 35	flüchtlinge: 35	coronavirus: 28	asylumseekers: 23	seenotrettung: 21	
2020-05-07,617,77,94,leavenoonebehind: 291	refugees: 266	covid19: 163	refugee: 69	refugeeswelcome: 69	coronavirus: 46	flüchtlinge: 32	asylumseekers: 29	migrants: 28	eu: 26	
2020-05-08,564,106,104,leavenoonebehind: 346	refugees: 221	covid19: 132	refugee: 69	refugeeswelcome: 51	asylumseekers: 35	8mai: 28	coronavirus: 27	rohingya: 27	moria: 26	
2020-05-09,426,84,71,leavenoonebehind: 273	refugees: 160	covid19: 74	refugee: 41	europatag: 35	refugeeswelcome: 34	europeday: 31	moria: 27	wirhabenplatz: 25	besetzenhaha: 24	
2020-05-10,354,70,51,leavenoonebehind: 187	refugees: 137	covid19: 74	refugee: 48	refugeeswelcome: 44	mothersday: 26	asylumseekers: 20	wirhabenplatz: 19	migrants: 18	flüchtlinge: 18	
2020-05-11,576,64,81,leavenoonebehind: 277	refugees: 245	covid19: 132	refugee: 83	refugeeswelcome: 60	migrants: 33	asylumseekers: 30	flüchtlinge: 27	moria: 26	corona: 26	
2020-05-12,607,80,106,refugees: 285	leavenoonebehind: 270	covid19: 158	refugee: 96	asylumseekers: 51	refugeeswelcome: 49	migrants: 40	coronavirus: 33	meawarenessday: 30	flüchtlinge: 29	
2020-05-13,617,82,93,refugees: 274	leavenoonebehind: 259	covid19: 141	refugee: 87	refugeeswelcome: 55	asylumseekers: 45	coronavirus: 39	flüchtlinge: 38	migrants: 35	migration: 28	
2020-05-14,648,79,96,refugees: 312	leavenoonebehind: 251	covid19: 192	refugee: 115	asylumseekers: 61	refugeeswelcome: 58	coronavirus: 58	rohingya: 46	migrants: 37	flüchtlinge: 32	
2020-05-15,718,46,139,refugees: 317	leavenoonebehind: 307	covid19: 198	refugee: 146	rohingya: 75	refugeeswelcome: 62	coronavirus: 57	asylumseekers: 54	bangladesh: 50	migrants: 37	
2020-05-16,442,68,122,leavenoonebehind: 269	refugees: 173	refugee: 99	covid19: 97	nobailoutwithoutchange: 62	greenrecoverynow: 62	peoplebeforeplanes: 61	climatejustice: 61	rohingya: 58	refugeeswelcome: 56	
2020-05-17,389,72,78,leavenoonebehind: 203	refugees: 183	covid19: 75	refugee: 52	refugeeswelcome: 38	asylumseekers: 33	rohingya: 26	auspol: 19	migrants: 19	flüchtlinge: 19	
2020-05-18,526,83,109,refugees: 244	leavenoonebehind: 227	covid19: 163	refugee: 107	refugeeswelcome: 59	coronavirus: 41	flüchtlinge: 41	migrants: 34	asylumseekers: 32	rohingya: 30	
2020-05-19,609,71,93,refugees: 276	leavenoonebehind: 268	covid19: 144	refugee: 92	refugeeswelcome: 55	coronavirus: 34	asylumseekers: 32	flüchtlinge: 31	rohingya: 30	migrants: 25	
2020-05-20,735,55,70,refugees: 341	leavenoonebehind: 276	covid19: 152	refugee: 87	refugeeswelcome: 57	asylumseekers: 37	covid_19: 33	rohingya: 31	coronavirus: 29	humanrights: 29	
2020-05-21,664,61,124,leavenoonebehind: 316	refugees: 285	covid19: 126	refugee: 82	refugeeswelcome: 80	asylumseekers: 53	fighteverycrisis: 50	greenrecoverynow: 50	endcoal: 49	climatejustice: 48	
2020-05-22,658,60,85,leavenoonebehind: 359	refugees: 239	covid19: 107	refugee: 87	strongertogether: 53	refugeeswelcome: 47	asylumseekers: 45	migrants: 34	evacuatenow: 32	agenda2030: 29	
