Date,Solidary,Anti-Solidary,Other,10 most common hashtags
2020-01-28,2,3,9,exiteu: 7	loveeurope: 6	leaveeu: 6	britishindependence: 6	eu: 5	austerity: 3	italy: 2	salvini: 2	economics: 2	remain: 2	
2020-01-29,0,2,12,exiteu: 6	britishindependence: 5	remain: 5	loveeurope: 4	leaveeu: 4	eu: 3	austerity: 3	eurobonds: 3	delusional: 3	drag_anchors: 3	
2020-01-30,2,6,9,loveeurope: 10	exiteu: 10	britishindependence: 10	leaveeu: 9	eu: 5	austerity: 4	italy: 2	remain: 2	ukraine: 1	transferunion: 1	
2020-01-31,5,5,23,exiteu: 16	britishindependence: 14	loveeurope: 13	leaveeu: 12	eu: 9	austerity: 8	brexit: 5	eusolidarity: 3	netherlands: 2	corruption: 2	
2020-02-01,0,4,6,austerity: 9	eu: 9	netherlands: 3	corruption: 3	banking: 3	brexit: 3	brexitreality: 1	brexitcelebration: 1	exiteu: 1	populism: 1	
2020-02-02,1,4,7,austerity: 7	eu: 6	netherlands: 3	corruption: 3	banking: 3	exiteu: 2	lebanon: 2	eurobonds: 2	liquidity: 2	thick: 1	
2020-02-03,1,0,8,eu: 6	austerity: 5	eurobonds: 4	brexit: 2	snp: 2	streathamattack: 1	prison: 1	r4today: 1	netherlands: 1	corruption: 1	
2020-02-04,1,5,3,exiteu: 5	eu: 3	austerity: 3	brexit: 2	uk: 2	defundun: 1	stopinvasion: 1	remigration: 1	noglobalism: 1	eucivpro: 1	
2020-02-05,0,1,5,eurobonds: 2	eurocrisis: 2	eurokrise: 1	nullzinszeit: 1	privatization: 1	stateassets: 1	statedebt: 1	eibdebtequityswaps: 1	welfarestate: 1	has: 1	
2020-02-06,0,1,7,eurobonds: 3	eu: 3	austerity: 3	ghana: 2	euro: 2	eurokrise: 2	imf: 1	coronavirus: 1	corona: 1	conservatives: 1	
2020-02-07,0,1,4,eurobonds: 3	lebanon: 2	reformneeded: 1	dissolveun: 1	crushglobalism: 1	exiteu: 1	eurozone: 1	ecb: 1	eu: 1	eurocrisis: 1	
2020-02-08,0,3,3,exiteu: 4	eurobonds: 3	lebanon: 2	lebaneserevolution: 1	lebanese: 1	لبنان: 1	riadsalameh: 1	centralbank: 1	bdl: 1	meltdown: 1	
2020-02-09,0,2,4,exiteu: 3	eurobonds: 3	crushglobalism: 2	eu: 2	dissolveun: 1	macronmustgo: 1	banks: 1	dollarization: 1	solidere: 1	lebanese: 1	
2020-02-10,0,2,5,eurobonds: 4	african: 3	exiteu: 2	interestrates: 2	refinancing: 2	politics: 1	europe: 1	eu: 1	finland: 1	populism: 1	
2020-02-11,2,0,5,eurobonds: 5	lebanon: 2	eusolidarity: 2	fbnquestresearch: 1	noonebehind: 1	resilience: 1	nigeria: 1	african: 1	
2020-02-12,0,1,8,eurobonds: 6	lebanon: 3	austerity: 2	fgn: 2	ppp: 2	icrc: 2	economics: 1	france: 1	macron: 1	giletsjaunes: 1	
2020-02-13,0,3,9,eurobonds: 5	austerity: 4	lebanon: 3	economics: 3	euro: 3	neoliberalism: 3	france: 2	macron: 2	giletsjaunes: 2	blackrock: 2	
2020-02-14,1,0,4,eurobonds: 2	austerity: 2	lebanon: 1	lebanonprotests: 1	debt: 1	economics: 1	france: 1	macron: 1	giletsjaunes: 1	blackrock: 1	
2020-02-15,2,4,5,exiteu: 4	eurobonds: 3	eu: 2	euro: 2	eurokrise: 1	bankenkrise: 1	bailout: 1	maastricht: 1	cure: 1	disease: 1	
2020-02-16,0,1,5,eurobonds: 3	economics: 2	euro: 2	neoliberalism: 2	austerity: 2	greens: 2	austria: 2	refugees: 2	eu: 2	migrationskrise: 1	
2020-02-17,1,1,9,eurobonds: 9	lebanon: 3	lebanonprotests: 3	exiteu: 2	debt: 1	rapefugees: 1	lebanese: 1	لبنان_ينتفض: 1	الدولار: 1	outdated: 1	
2020-02-18,1,1,11,eurobonds: 10	lebanon: 4	lebanonprotests: 3	لبنان: 3	euro: 2	transferunion: 2	لبنان_ينتفض: 2	together4albania: 1	eusolidarity: 1	periphery: 1	
2020-02-19,0,1,12,eurobonds: 10	lebanon: 7	lebanonprotests: 3	finance: 2	debt: 2	eurocrisis: 2	lebanon24: 1	governance: 1	bdl: 1	right: 1	
2020-02-20,0,1,8,eurobonds: 4	eu: 2	austerity: 2	lebanon: 2	eurocrisis: 2	uk: 1	tory: 1	brexitbritain: 1	lebanese: 1	habibzoghbi: 1	
2020-02-21,0,1,5,eurobonds: 4	lebanon: 2	conference: 1	eurocrisis: 1	corona: 1	كورونا: 1	libanon: 1	inflation: 1	banken: 1	eu: 1	
2020-02-22,1,1,4,eurobonds: 3	lebanon: 2	imf: 2	lebanonprotests: 2	debt: 2	eu: 2	default: 1	lebanon_eurobonds: 1	governance: 1	finance: 1	
2020-02-23,0,0,2,eurobonds: 2	lebanon: 1	brace: 1	lebanonprotests: 1	debt: 1	arfsd2020: 1	
2020-02-24,1,0,6,lebanon: 6	eurobonds: 6	lebanese: 1	لبنان: 1	eusolidarity: 1	coronavirus: 1	default: 1	emergingmarket: 1	repos: 1	g20saudiarabia: 1	
2020-02-25,0,2,8,eurobonds: 5	debt: 2	exiteu: 2	finance: 2	lebanon: 2	crushglobalism: 1	dissolveun: 1	eurozone: 1	bankingunion: 1	fiscalunion: 1	
2020-02-26,0,1,16,eurobonds: 14	lebanon: 7	lebanonprotests: 2	restructuring: 1	crisis: 1	lebanonrevolution: 1	لبنان_يثور: 1	energiewende: 1	eurokrise: 1	flüchtlingskrise: 1	
2020-02-27,1,2,6,eurobonds: 5	esmerkelt: 1	flüchtlingskrise: 1	eurokrise: 1	rechtspopulisten: 1	grünensozialisten: 1	beiallerliebeundrespekt: 1	eusolidarity: 1	leargas: 1	thewheel: 1	
2020-02-28,0,3,4,austerity: 2	eu: 2	universalcredit: 2	america: 2	exiteu: 2	eurobonds: 1	lebanese: 1	europe: 1	neonazis: 1	geopolitics: 1	
2020-02-29,2,3,5,exiteu: 5	defundun: 2	crushglobalism: 2	eurobonds: 2	eusolidarity: 2	exitun: 2	swexit: 2	greece: 2	eu: 2	african: 1	
2020-03-01,1,4,7,exiteu: 4	eurokrise: 3	eurobonds: 3	stopinvasion: 3	defundun: 2	securetheborder: 2	noglobalism: 2	italy: 2	coronavirus: 2	covid19: 2	
2020-03-02,1,5,4,eurobonds: 4	eu: 3	eurokrise: 2	austerity: 2	latrosefinance: 1	latrose: 1	finance: 1	invest: 1	investment: 1	freshstart: 1	
2020-03-03,2,4,17,eurobonds: 13	lebanon: 6	eu: 5	austerity: 5	europeanunion: 4	academia: 4	exiteu: 4	macron: 3	istandwithgreece: 3	exitun: 3	
2020-03-04,3,3,12,eurobonds: 11	lebanon: 5	austerity: 5	eu: 4	europeanunion: 4	spain: 2	spaindemocracyisajoke: 2	exiteu: 2	bond: 1	academia: 1	
2020-03-05,1,4,12,eu: 8	austerity: 7	eurobonds: 6	lebanon: 4	europeanunion: 4	spain: 4	lebanonprotests: 2	imf: 2	macron: 2	france: 2	
2020-03-06,0,3,8,eu: 4	eurobonds: 4	austerity: 3	europeanunion: 2	spain: 2	lebanon: 2	exiteu: 2	austerität: 1	oman: 1	örr: 1	
2020-03-07,1,4,20,eurobonds: 16	lebanon: 7	eu: 4	austerity: 4	exiteu: 3	europeanunion: 2	spain: 2	greece: 2	default: 2	macron: 1	
2020-03-08,2,3,7,eu: 6	austerity: 4	europeanunion: 2	spain: 2	eurobonds: 2	exiteu: 2	exitun: 2	coronavirus: 1	eurocrisis: 1	italy: 1	
2020-03-09,1,5,12,exiteu: 5	eu: 5	austerity: 5	eurobonds: 5	spain: 3	greece: 3	lebanon: 3	crushglobalism: 2	europeanunion: 2	germany: 2	
2020-03-10,5,2,8,eurobonds: 5	eusolidarity: 4	exiteu: 3	lebanon: 2	stopinvasione: 1	stopislam: 1	coronavirus: 1	wuhanvirus: 1	wuhancoronavirus: 1	coronavirusoutbreak: 1	
2020-03-11,2,2,10,eurobonds: 6	covid19: 3	eu: 3	eurokrise: 2	corona: 2	eusolidarity: 2	investment: 2	merkel: 2	greece: 2	austerity: 2	
2020-03-12,2,3,10,eu: 4	covid19: 3	eurobonds: 3	austerity: 3	eurokrise: 3	eusolidarity: 2	covid_19: 2	coronavirus: 2	brexit: 2	eurocrisis: 2	
2020-03-13,4,1,14,eurobonds: 7	eurocrisis: 5	eusolidarity: 4	eu: 3	allinthistogether: 2	coronavirus: 2	greece: 2	dollar: 1	zerohedge: 1	lebanon: 1	
2020-03-14,2,0,5,austerity: 3	eusolidarity: 2	eu: 2	eurobonds: 1	fiscalmeasures: 1	princecharles: 1	coronavirus: 1	politicalscience: 1	eurocrisis: 1	euleaks: 1	
2020-03-15,4,3,2,eu: 3	eusolidarity: 3	austerity: 2	italy: 2	eurobonds: 2	greece: 2	dissolveun: 1	exiteu: 1	reformneeded: 1	crushglobalism: 1	
2020-03-16,8,3,5,covid19: 5	eusolidarity: 5	eu: 4	coronavirus: 3	eurobonds: 3	austerity: 2	eurokrise: 2	exiteu: 2	coronaitalien: 2	italien: 2	
2020-03-17,2,4,16,eurokrise: 8	eu: 6	corona: 5	eurobonds: 5	austerity: 4	eurocrisis: 4	finanzkrise: 2	ireland: 2	greece: 2	cyprus: 2	
2020-03-18,3,3,30,eurobonds: 21	eurokrise: 7	coronavirus: 7	covid2019: 4	eurocrisis: 3	austerity: 3	covid19: 3	gfc: 2	europa: 2	recession: 2	
2020-03-19,35,7,20,covid19: 35	eusolidarity: 34	cohesionpolicy: 30	eurobonds: 16	eurokrise: 9	coronavirus: 5	eu: 5	corona: 4	eurozone: 3	ezb: 3	
2020-03-20,14,5,24,eurobonds: 25	covid19: 11	eusolidarity: 10	cohesionpolicy: 9	coronabonds: 8	covid_19: 5	eu: 5	coronavirus: 3	eurokrise: 3	pandemie: 3	
2020-03-21,7,7,26,eurobonds: 33	eu: 8	covid19: 7	covid_19: 5	corona: 4	cohesionpolicy: 3	eusolidarity: 3	eurozone: 3	coronabonds: 3	coronakrise: 2	
2020-03-22,6,5,15,eurobonds: 14	coronabonds: 5	eusolidarity: 5	coronavirus: 5	eu: 5	covidー19: 4	europa: 3	eurokrise: 2	austerity: 2	covid19: 2	
2020-03-23,32,4,24,eusolidarity: 29	eurobonds: 24	lebanon: 9	coronavirus: 5	eu: 5	covid19: 4	coronabonds: 4	exiteu: 3	germany: 3	covidー19: 3	
2020-03-24,37,3,51,eurobonds: 52	eusolidarity: 29	covid19: 14	eu: 12	cohesionpolicy: 10	eurobarometer: 10	coronabonds: 9	lebanon: 8	coronavirus: 6	eurozone: 6	
2020-03-25,35,8,81,eurobonds: 92	coronabonds: 27	eusolidarity: 24	eu: 22	covid19: 15	coronavirus: 13	covid2019: 9	euro: 7	esm: 7	italien: 5	
2020-03-26,68,18,86,eurobonds: 111	eusolidarity: 56	eu: 30	coronavirus: 26	coronabonds: 21	europeansagainstcoronavirus: 21	euco: 19	covid19: 18	italy: 13	covid2019: 12	
2020-03-27,123,31,135,eurobonds: 185	eusolidarity: 95	eu: 51	coronavirus: 50	coronabonds: 40	covid19: 40	europeansagainstcoronavirus: 22	euco: 17	covid2019: 17	solidarity: 14	
2020-03-28,74,41,142,eurobonds: 193	eusolidarity: 54	covid19: 44	eu: 42	coronavirus: 26	coronabonds: 24	corona: 13	italy: 11	austerity: 11	solidarity: 11	
2020-03-29,79,56,157,eurobonds: 231	eusolidarity: 55	coronabonds: 55	eu: 43	coronavirus: 26	covid19: 25	covid_19: 20	coronakrise: 18	europe: 17	europa: 15	
2020-03-30,132,27,121,eurobonds: 156	eusolidarity: 113	covid19: 45	eu: 36	coronavirus: 34	italy: 25	coronabonds: 24	germany: 23	covid_19: 17	solidarity: 16	
2020-03-31,104,53,196,eurobonds: 277	eusolidarity: 66	eu: 66	covid19: 48	coronabonds: 42	italy: 31	coronavirus: 28	germany: 20	italien: 20	europe: 17	
2020-04-01,108,46,181,eurobonds: 247	eusolidarity: 83	coronavirus: 54	coronabonds: 53	eu: 52	covid19: 34	coronakrise: 23	eusolidarityfund: 20	covidー19: 19	corona: 17	
2020-04-02,102,45,114,eurobonds: 169	eusolidarity: 80	eu: 40	coronabonds: 40	coronavirus: 39	covid19: 31	eufunds: 17	cohesionpolicy: 17	corona: 16	italy: 13	
2020-04-03,129,53,117,eurobonds: 198	eusolidarity: 94	eu: 51	coronavirus: 47	coronabonds: 43	covid19: 29	coronakrise: 23	europa: 18	italien: 14	covid2019: 12	
2020-04-04,45,25,103,eurobonds: 133	eu: 31	eusolidarity: 30	coronabonds: 29	coronavirus: 17	coronakrise: 11	covid19: 11	italien: 9	eurokrise: 8	covid2019: 7	
2020-04-05,276,53,131,eurobonds: 410	coronabonds: 270	coronavirus: 242	weareallinthistogether: 220	eu: 49	eusolidarity: 47	covid19: 17	corona: 14	europa: 12	solidarity: 9	
2020-04-06,201,58,181,eurobonds: 271	eusolidarity: 162	coronavirus: 122	coronabonds: 93	covid19: 87	eu: 82	strongertogether: 38	cohesionpolicy: 35	corona: 25	euinmyregion: 19	
2020-04-07,215,84,341,eurobonds: 482	eusolidarity: 151	coronabonds: 134	coronavirus: 93	eu: 84	covid19: 83	eurogroup: 36	corona: 36	esm: 33	interreg: 26	
2020-04-08,197,120,418,eurobonds: 592	coronabonds: 153	eusolidarity: 135	eu: 99	covid19: 71	coronavirus: 57	eurogroup: 53	strongertogether: 44	italy: 38	europa: 34	
2020-04-09,157,74,300,eurobonds: 398	eusolidarity: 117	coronabonds: 116	eu: 99	covid19: 67	eurogroup: 64	coronavirus: 58	esm: 31	italy: 30	strongertogether: 28	
2020-04-10,91,42,177,eurobonds: 229	eusolidarity: 78	eu: 61	coronabonds: 46	coronavirus: 42	eurogroup: 37	covidー19: 33	covid19: 31	strongertogether: 23	italy: 17	
2020-04-11,59,15,103,eurobonds: 127	eusolidarity: 46	eu: 36	coronabonds: 20	coronavirus: 17	solidarity: 17	covidー19: 16	eurogroup: 13	covid19: 9	esm: 8	
2020-04-12,49,22,78,eurobonds: 115	eu: 33	coronabonds: 30	eusolidarity: 25	esm: 13	coronavirus: 11	netherlands: 9	italy: 8	portugal: 8	corona: 8	
2020-04-13,26,12,55,eurobonds: 66	eusolidarity: 22	eu: 17	coronavirus: 15	covid19: 9	coronabonds: 8	corona: 6	nexit: 5	strongertogether: 4	italy: 4	
2020-04-14,83,23,84,eurobonds: 108	eusolidarity: 77	coronavirus: 45	covid19: 29	eu: 29	coronabonds: 24	strongertogether: 23	coronakrise: 16	italien: 15	esm: 14	
2020-04-15,78,3,53,eusolidarity: 71	eurobonds: 55	covid19: 39	strongertogether: 30	coronavirus: 29	eu: 27	italy: 12	coronabonds: 8	italexit: 7	corona: 6	
2020-04-16,96,11,61,eusolidarity: 93	eurobonds: 69	coronavirus: 38	covid19: 28	strongertogether: 24	coronabonds: 17	eu: 14	euvsvirus: 12	solidarity: 9	covid_19: 8	
2020-04-17,111,25,82,eurobonds: 110	eusolidarity: 104	coronavirus: 50	strongertogether: 43	eu: 26	covid19: 21	coronabonds: 20	solidarity: 16	euvsvirus: 14	hackthecrisis: 11	
2020-04-18,37,26,78,eurobonds: 99	eusolidarity: 31	eu: 28	covid19: 14	coronabonds: 13	coronavirus: 11	euro: 10	strongertogether: 8	corona: 7	covid_19: 5	
2020-04-19,37,24,59,eurobonds: 83	eusolidarity: 31	coronabonds: 22	eu: 15	coronavirus: 14	covid19: 10	strongertogether: 9	europa: 7	corona: 7	italien: 6	
2020-04-20,82,27,99,eurobonds: 126	eusolidarity: 73	covid19: 32	coronavirus: 32	eu: 31	strongertogether: 24	coronabonds: 23	euvsvirus: 23	corona: 13	hackthecrisis: 12	
2020-04-21,66,29,124,eurobonds: 155	eusolidarity: 60	eu: 35	covid19: 33	coronavirus: 29	coronabonds: 24	euvsvirus: 21	strongertogether: 20	covidー19: 17	corona: 16	
2020-04-22,157,19,103,eurobonds: 139	eusolidarity: 132	covid19: 69	coronavirus: 58	strongertogether: 55	eu: 46	euvsvirus: 45	coronabonds: 23	hackthecrisis: 20	togetherwecan: 20	
2020-04-23,174,49,125,eurobonds: 185	eusolidarity: 148	euvsvirus: 73	covid19: 73	coronavirus: 60	eu: 56	strongertogether: 54	coronabonds: 38	hackthecrisis: 33	togetherwecan: 24	
2020-04-24,115,35,65,eusolidarity: 108	eurobonds: 104	euvsvirus: 67	strongertogether: 55	covid19: 43	hackthecrisis: 42	hackforeurope: 36	togetherwecan: 33	eu: 26	coronavirus: 26	
2020-04-25,74,12,41,eusolidarity: 71	eurobonds: 56	strongertogether: 40	euvsvirus: 40	hackthecrisis: 32	togetherwecan: 23	covid19: 21	coronavirus: 20	hackforeurope: 16	eu: 13	
2020-04-26,62,19,23,eusolidarity: 59	eurobonds: 42	euvsvirus: 37	strongertogether: 30	hackthecrisis: 24	togetherwecan: 22	covid19: 17	eu: 16	hackforeurope: 15	coronavirus: 13	
2020-04-27,50,12,30,eusolidarity: 47	eurobonds: 42	strongertogether: 19	coronavirus: 16	covid19: 16	euvsvirus: 13	coronabonds: 12	eu: 12	coronakrise: 10	merkel: 8	
2020-04-28,60,4,24,eusolidarity: 60	covid19: 41	eurobonds: 23	cohesionpolicy: 21	ppe: 19	3dtechnology: 18	medicalstaff: 18	eu: 16	strongertogether: 15	coronavirus: 10	
2020-04-29,41,6,18,eusolidarity: 42	covid19: 20	eurobonds: 20	eu: 10	strongertogether: 10	coronavirus: 7	coronabonds: 6	ppe: 4	3dtechnology: 3	medicalstaff: 3	
2020-04-30,32,7,19,eusolidarity: 33	eurobonds: 17	strongertogether: 11	covid19: 9	coronavirus: 7	eu: 7	hackthecrisis: 4	coronakrise: 3	togetherwecan: 3	coronabonds: 3	
2020-05-01,31,5,24,eusolidarity: 29	eurobonds: 26	eu: 15	coronabonds: 7	solidarity: 5	coronavirus: 4	tagderarbeit: 4	americaworkstogether: 2	labourday2020: 2	polen: 2	
2020-05-02,13,5,7,eusolidarity: 13	eurobonds: 10	eu: 7	strongertogether: 6	solidarity: 3	coronavirus: 3	resceu: 3	europa: 2	europe: 2	teameurope: 1	
2020-05-03,14,4,8,eusolidarity: 13	eurobonds: 10	coronavirus: 5	strongertogether: 5	resceu: 5	eu: 4	italien: 4	eurokrise: 3	coronakrise: 3	europa: 2	
2020-05-04,35,3,12,eusolidarity: 34	eurobonds: 14	covid19: 11	strongertogether: 8	coronavirus: 5	globalresponse: 5	eu: 5	resceu: 5	merkel: 3	europeday: 2	
2020-05-05,19,16,37,eurobonds: 44	eusolidarity: 19	eu: 18	ezb: 12	bverfg: 10	ecb: 9	euro: 8	covid19: 8	coronabonds: 6	europe: 6	
2020-05-06,38,14,20,eusolidarity: 35	eurobonds: 24	strongertogether: 20	resceu: 17	eu: 9	covid19: 5	bverfg: 5	ezb: 4	corona: 4	eurokrise: 4	
2020-05-07,50,2,19,eusolidarity: 50	strongertogether: 27	resceu: 19	eurobonds: 19	covid19: 13	euro: 8	coronavirus: 7	eu: 7	ezb: 6	bverfg: 4	
2020-05-08,63,5,18,eusolidarity: 61	eurobonds: 18	europeday: 18	europeday2020: 16	covid19: 14	strongertogether: 13	corona: 10	eu: 10	europatag: 9	togetherasone: 9	
2020-05-09,185,9,14,eusolidarity: 181	europeday: 146	strongertogether: 87	europeday2020: 40	eu: 26	europatag: 21	eurobonds: 19	unitedagainstcoronavirus: 19	coronavirus: 14	unity: 14	
2020-05-10,8,7,15,eurobonds: 16	eusolidarity: 8	eurokrise: 5	coronabonds: 4	merkel: 4	eu: 3	coronakrise: 3	deutschland2020: 3	ddr2: 3	cducsu: 3	
2020-05-11,34,3,22,eusolidarity: 34	eurobonds: 20	strongertogether: 15	covid19: 9	resceu: 6	europeday: 6	eu: 5	eusolidaritycorps: 4	coronavirus: 4	eurokrise: 3	
2020-05-12,21,4,21,eusolidarity: 18	eurobonds: 17	euro: 7	covid19: 6	corona: 5	eu: 5	europa: 4	eurocrisis: 4	coronavirus: 4	transferunion: 3	
2020-05-13,24,4,14,eusolidarity: 23	eu: 13	eurobonds: 10	covid19: 8	coronavirus: 7	strongertogether: 5	austerity: 4	merkel: 3	euro: 3	ezb: 2	
2020-05-14,25,5,8,eusolidarity: 23	covid19: 13	eu: 11	strongertogether: 9	eurokrise: 6	coronavirus: 6	eurobonds: 4	austerity: 4	resceu: 4	coronakrise: 3	
2020-05-15,27,6,18,eusolidarity: 27	eurobonds: 15	eu: 14	strongertogether: 10	covid19: 6	coronavirus: 5	euro: 4	europeanunion: 3	germany: 3	austerity: 3	
2020-05-16,5,4,13,eurobonds: 8	eusolidarity: 6	eu: 4	austerity: 3	covid19: 2	strongertogether: 2	zambia: 2	exiteu: 2	eurovision: 2	afd: 2	
2020-05-17,9,2,6,eurobonds: 7	eusolidarity: 7	coronavirus: 5	exiteu: 3	wetakeyouhome: 2	coronabonds: 2	covid19: 2	cohesionpolicy: 2	stopfundingterror: 1	outlawun: 1	
2020-05-18,57,12,38,eusolidarity: 56	coronavirus: 44	eurobonds: 42	eucivpro: 24	resceu: 17	coronabonds: 9	eu: 7	covid19: 6	corona: 5	merkel: 4	
2020-05-19,24,95,111,eurobonds: 167	merkel: 86	eu: 74	schuldenunion: 51	coronabonds: 26	macron: 25	wiederaufbaufonds: 21	cdu: 19	coronavirus: 19	eusolidarity: 18	
2020-05-20,43,56,88,eurobonds: 119	merkel: 55	eusolidarity: 36	eu: 29	schuldenunion: 22	covid_19: 19	strongertogether: 17	macron: 14	coronabonds: 13	coronavirus: 13	
2020-05-21,441,49,448,eurobonds: 889	strongertogether: 824	greenrecovery: 819	green: 819	recoveryfund: 401	merkel: 24	eu: 23	eusolidarity: 22	coronabonds: 17	macron: 15	
2020-05-22,145,23,143,eurobonds: 280	strongertogether: 246	greenrecovery: 236	green: 236	recoveryfund: 108	eu: 18	eusolidarity: 17	merkel: 13	schuldenunion: 11	covid_19: 10	
2020-05-23,34,17,80,eurobonds: 90	greenrecovery: 53	strongertogether: 53	green: 53	recoveryfund: 32	schuldenunion: 23	eu: 20	merkel: 14	coronabonds: 11	kurz: 10	
2020-05-24,20,28,46,eurobonds: 58	strongertogether: 24	eu: 22	greenrecovery: 22	green: 22	schuldenunion: 17	merkel: 13	recoveryfund: 12	macron: 7	corona: 7	
2020-05-25,41,26,42,eurobonds: 49	cohesionpolicy: 38	eusolidarity: 30	eu: 25	covid19: 25	greenrecovery: 20	strongertogether: 20	green: 20	smartregions: 19	recoveryfund: 14	
2020-05-26,62,13,25,eusolidarity: 54	cohesionpolicy: 40	eurobonds: 36	covid19: 26	smartregions: 20	strongertogether: 17	greenrecovery: 16	green: 16	schuldenunion: 10	recoveryfund: 9	
2020-05-27,53,41,53,eurobonds: 57	eusolidarity: 49	eu: 42	merkel: 27	transferunion: 23	macron: 23	cohesionpolicy: 21	framing: 16	covid19: 13	strongertogether: 12	
2020-05-28,61,23,39,eusolidarity: 55	eurobonds: 39	strongertogether: 36	cohesionpolicy: 29	eugreendeal: 24	eu: 21	schuldenunion: 13	transferunion: 12	covid19: 7	ezb: 7	
2020-05-29,30,25,24,eurobonds: 39	eusolidarity: 23	eu: 15	strongertogether: 13	merkel: 10	transferunion: 8	coronabonds: 8	schuldenunion: 5	greenrecovery: 5	green: 5	
2020-05-30,16,13,19,eusolidarity: 14	eurobonds: 13	schuldenunion: 10	eu: 7	strongertogether: 5	transferunion: 5	exiteu: 4	italien: 4	merkel: 3	cohesionpolicy: 2	
2020-05-31,10,9,17,eurobonds: 20	schuldenunion: 9	eusolidarity: 7	coronabonds: 6	merkel: 6	spd: 5	eurocrisis: 3	eu: 3	ezb: 3	cdu: 3	
2020-06-01,16,5,12,eusolidarity: 18	eurobonds: 7	eu: 5	practicewhateupreach: 4	transferunion: 3	ezb: 3	target2: 3	merkel: 3	cdu: 3	euaid4interpreters: 3	
2020-06-02,13,4,5,eusolidarity: 12	strongertogether: 6	schuldenunion: 4	covid19: 4	eurobonds: 4	merkel: 3	eu: 3	coronavirus: 3	togetherwecan: 3	cohesionpolicy: 3	
2020-06-03,16,2,2,eusolidarity: 17	coronavirus: 3	strongertogether: 3	nextgenerationeu: 3	eu: 3	practicewhateupreach: 3	1nt: 3	kurz: 2	merkel: 2	eurobonds: 2	
2020-06-04,23,4,5,eusolidarity: 23	euaid4interpreters: 10	practicewhateupreach: 5	interpreting4eu: 5	1nt: 5	eurobonds: 4	eu: 4	covid19: 4	schuldenunion: 3	strongertogether: 3	
2020-06-05,17,0,4,eusolidarity: 14	eurobonds: 4	eu: 3	coronavirus: 2	greenrecovery: 2	strongertogether: 2	green: 2	usa: 2	vermietungskonzern: 1	städte: 1	
2020-06-06,8,1,5,eusolidarity: 8	eurobonds: 5	covid_19: 3	bundesliga: 3	coronabonds: 3	konjunkturpaket: 2	coronakrise: 2	covid19: 2	sarscov2: 2	kinderbonus: 2	
2020-06-07,4,3,7,eurobonds: 8	merkel: 6	eu: 5	eusolidarity: 4	macron: 3	teameurope: 1	covid19: 1	coronakrise: 1	konjunkturpakete: 1	wagenknechts: 1	
2020-06-08,12,1,4,eusolidarity: 12	coronavirus: 4	eurobonds: 3	teameurope: 3	strongertogether: 2	covid19: 2	customsunion: 1	soros: 1	merkel: 1	eubudget: 1	
2020-06-09,18,1,6,eusolidarity: 17	covid19: 9	eu: 4	eurobonds: 4	strongertogether: 4	cohesionpolicy: 4	coronavirus: 3	teameurope: 3	eurocrisis: 2	resceu: 2	
2020-06-10,3,6,10,eurobonds: 6	merkel: 5	eu: 5	transferunion: 5	eusolidarity: 4	euro: 4	ezb: 3	eurokrise: 2	covid__19: 2	schuldenunion: 2	
2020-06-11,11,1,5,eusolidarity: 9	eurobonds: 6	covid19: 6	teameurope: 4	coronavirus: 2	strongertogether: 2	eu: 2	ppe: 2	austerity: 2	brexit: 2	
2020-06-12,20,0,5,eusolidarity: 16	covid19: 8	schengen35: 7	pulseofeurope: 7	eu: 7	oureuropenow: 5	ppe: 5	austerity: 5	poe: 4	eurobonds: 4	
2020-06-13,5,2,3,eusolidarity: 4	eu: 4	eurobonds: 3	coronavirus: 2	schengen: 2	euro: 2	transferunion: 2	teameurope: 1	buildbackbetter: 1	pulseofeurope: 1	
2020-06-14,3,1,6,eurobonds: 5	eu: 4	eusolidarity: 3	covid19: 2	ezb: 1	transferunion: 1	schengen: 1	pulseofeurope: 1	europaalleswasunsverbindet: 1	oureuropenow: 1	
2020-06-15,3,4,7,eu: 6	eurobonds: 4	eusolidarity: 3	coronavirus: 3	austerity: 2	covid19: 2	ezb: 2	transferunion: 2	bundestag: 2	schuldenvergemeinschaftung: 2	
2020-06-16,6,3,5,eusolidarity: 5	eurobonds: 4	eu: 3	schuldenunion: 3	covid19: 3	coronavirus: 2	euro: 2	coronabonds: 2	corona: 1	customsunion: 1	
2020-06-17,3,2,6,eurobonds: 5	covid19: 3	coronabonds: 3	eusolidarity: 3	covid_19: 2	sarscov2: 2	bundesliga: 2	dfbpokal: 2	cdu: 2	merkel: 2	
2020-06-18,16,9,6,eusolidarity: 15	charitysummit: 9	europe4citizens: 9	schuldenunion: 8	erasmusplus: 8	eurobonds: 7	merkel: 7	eu: 5	inflation: 3	strongertogether: 2	
2020-06-19,18,4,14,eusolidarity: 19	covid19: 16	coronavirus: 13	cohesionpolicy: 13	crii: 13	eu: 10	eurobonds: 7	schuldenunion: 6	austerity: 3	lebanon: 2	
2020-06-20,3,4,3,eusolidarity: 4	coronavirus: 3	eu: 3	euro: 3	ezb: 3	cohesionpolicy: 2	covid19: 2	crii: 2	target2: 2	transferunion: 2	
2020-06-21,0,1,3,transferunion: 2	stuttgart: 1	schuldenunion: 1	podcasts: 1	eurobonds: 1	presseclub: 1	federlism: 1	eu: 1	politicalscience: 1	powi: 1	
