id,date,text,Tobias,,Daniel,,Agreement,Comment Alexandra
1219286684031909891,Mon Jan 20 15:52:53 +0000 2020,"@TaisieT Fuck ""Fortress Europe"" which will be replaced by ""Fortress 'fucking' Britain"". #Opentheborders #Nohumanisillegal",1,,1,,1,
1222781961682456580,Thu Jan 30 07:21:52 +0000 2020,"@TomMayerEuropa @DorisMarshal Ich habe 1993 in Italien gearbeitet, habe für den Beitritt der Union der 4 Grundfreiheiten gestimmt, mit Haftungs- und #Transferunion, Bevormundungsunion und dem #Asyl- und NGO-Wahnsinn habe ich nicht gerechnet. Ja, ich bin ziemlich enttäuscht von der #EU.",3,,3,,3,
1216739537885581312,Mon Jan 13 15:11:26 +0000 2020,"#Euro #EU #Pensionskassen #Alterssicherung #Altersarmut #Renten #Minuszinsen #Zinsen #Target2 #Transferunion #Merkel #CDU #CSU #AfD #SPD #LaGarde #vdL

Die #EZB hat kein Mandat, um mit der #Notenpresse #Wirtschaftspolitik zu machen! Das gehört #Futschi!

https://www.focus.de/finanzen/boerse/experten/gastbeitrag-von-gabor-steingart-ezb-will-klima-mit-neuer-geldflut-retten-der-deutsche-steuerzahler-haftet_id_11424935.html?fbc=fb-shares",2,,2,,2,
1215331710172303361,Thu Jan 09 17:57:14 +0000 2020,"@KaiserUngarn @zeitfuerschima @KolbaPeter @Stadt_Wien @SP_Wien Ich vermute, es gibt bei der #ma40 eine #unsichtbare #weisung: Alles, was möglich ist, aus irgend welchen Gründen abzulehen, ähnlich wie bei #asylverfahren. Wahrscheinlich werden entsprechend viele Anträge tatsächlich nicht neu gestellt, bzw. falsche Bescheide nicht beeinsprucht.",1,,3,,1,"Seems more solidary to me, as the author says that too many forms/applications get rejected "
1215184155992121344,Thu Jan 09 08:10:54 +0000 2020,Die gute Asyl-Nachricht trügt. Warum #EU trotzdem das #Asylverfahren reformieren muss.  https://www.welt.de/debatte/kommentare/article204864816/Zahlen-gesunken-Diese-gute-Asyl-Nachricht-truegt.html,1,,3,,3,Whether its solidary or anti-solidary depends on the article and what kind of reforms are sought after. I'd annotate a 3
1223159639899955200,Fri Jan 31 08:22:38 +0000 2020,"@mattkeane91 Nicely timed - as somebody once said, today could be a good to bury bad news! Definitely a sign of things to come; lying is a way of life with this bunch of crooks. #EUsolidarity",3,,3,,3,
1214498498768461825,Tue Jan 07 10:46:21 +0000 2020,"If the US put a 100% tariff on French wine because their 3% tax on Google and Facebook, the Netherlands should sell the euv machine from #ASML to China. #eusolidarity @vonderleyen @JosepBorrellF @realDonaldTrump @eucopresident",1,,1,,1,
1217336002445885440,Wed Jan 15 06:41:34 +0000 2020,#AfD fordert Freigabe der #Migrationskosten. #Asylkrise #Migrationskrise https://de.sputniknews.com/deutschland/20200114326335199-afd-fordert-freigabe-der-migrationskosten/ via @de_sputnik,2,,4,,2,"Definately a 2, as the AfD wants to know how much the migration crisis cost ""the citizens"""
1223018557052792832,Thu Jan 30 23:02:01 +0000 2020,"Arguably, that's already the case - as shown with the frustrating debate on €-reform. 

#SchuldenUnion etc. https://twitter.com/D_Schwarzer/status/1222963945998290944",4,,3,,4,Don't see a solidary/anti-solidary message in the tweet
1223188849280585729,Fri Jan 31 10:18:42 +0000 2020,"@Ralf_Stegner Ihr seid d Tragödie mit eurem imperialen EU Wahn, mit eurer #Massenmigration eurer #Schuldenunion dem Ausverkauf Deutschlands eurer neokokommunistischen Plutokratie..wir hassen nicht Europa, wir achten d Grundgesetz und das System der soz. Marktwirtsch.
..und ja..wir hassen euch",2,,2,,2,
1218199421676068865,Fri Jan 17 15:52:29 +0000 2020,@mariofcenteno @SZ Any news on starting a real #FiscalUnion?,3,,3,,3,
1222565661802749953,Wed Jan 29 17:02:22 +0000 2020,"We are told that the EU has learned its limits &amp; has stopped accreting power. But the EU cannot pull back as long as the #Euro  exists. The logic of #monetaryunion is #fiscalunion &amp; a unitary superstate.  We had to join them totally, or leave them.",3,,3,,3,
1219235514836049921,Mon Jan 20 12:29:33 +0000 2020,"@Karl_Lauterbach Wenn die ""Kommunen"" das wollen, bedeutet das lediglich einmal mal mehr, dass einem Entscheider das Wohlergehen  Wildfremder wichtiger ist, als das der Menschen, die ihn Wählen und finanzieren.
Politik gegen das eigene Volk... 
#noasyl",2,,2,,2,
1208104524801544192,Fri Dec 20 19:18:58 +0000 2019,"@DLFNachrichten @DLF Glücksritter am vereinbarten Haltepunkt von Menschenhändlern übernommen. 90% männlich. Freuen sich alle riesig auf Germany ! 
Wäre der ehrliche Text. #OceanViking #Flüchtlinge #Seenotrettung",2,,2,,2,
1210438739769614336,Fri Dec 27 05:54:19 +0000 2019,"Volkszählung zum Zwecke der Steuerfestsetzung.
Keine #Flüchtlinge 
#Potzdämlich https://twitter.com/rahmstorf/status/1209030196373999616",2,,2,,2,
1203834621185732608,Mon Dec 09 00:31:54 +0000 2019,"For very, very, very rich #art #lovers: #joanmiro’s grandson will auction 28 of #Miro’s #paintings on Wednesday! Proceeds to go to the #RedCross for their #refugee support &amp; programmes. https://www.lci.fr/culture/le-petit-fils-de-miro-met-28-tableaux-de-son-grand-pere-aux-encheres-au-profit-des-refugies-1510909.html# via @LCI #migration #welcomerefugees",1,,1,,1,
1201487446178971648,Mon Dec 02 13:05:04 +0000 2019,"After 4 years of a #court battle in #Poland, a #refugee person was able to recognise their gender legally. The judgment is precedential and may affect not only the situation of persons with refugee status but also those who permanently live in the country. https://www.facebook.com/FundacjaTransFuzja/photos/a.10150170464820319/10162492425150319/?type=3&theater",1,,1,,1,
1201811260360269824,Tue Dec 03 10:31:47 +0000 2019,"#16Days ED JAAIDS, Olayide Akanni calls for Clear plans to build capacity of Health care workers, so that they are disability sensitive  #LeaveNoOneBehind #InclusionMatters #SpeakingFingers #signlanguage @SpeakingFingersnetwork @JonapwdNational @MdamCASH  @RonKayanja",1,,1,,1,
1201654418330050560,Tue Dec 03 00:08:33 +0000 2019,The @UN Independent Expert on Sexual Orientation and Gender Identity supports LGBTI people who face increased discrimination and violence. Thank you @UNhumanrights for reaffirming this vital position standing with LGBTI people everywhere. #LeaveNoOneBehind #IESOGI #GlobalCitizen,1,,1,,1,
1204360653915459584,Tue Dec 10 11:22:10 +0000 2019,"@hellud123 @NordischbyNatur #Flüchtling tötet Deutschen in Lutherstadt #Wittenberg-Totschlag an Markus H https://youtu.be/-occW9M7ihs 
Exakt das gleiche Muster wie in #Augsburg. Provoziert, obwohl das spätere Opfer schon an den Tätern vorbei gegangen war, dann wurde Umzingelt und totgeschlagen. Nach mehr als -2",2,,2,,2,
1209475394316972032,Tue Dec 24 14:06:19 +0000 2019,"Warum schicken wir aus Deutschland nicht einfach mal das THW auf die Insel und bauen vernünftige Unterkünfte? Für die Kosten, die ein unbegleiteter minderjähriger #Flüchtling hier verursacht, dürfte man auf #Lesbos eine vielleicht sogar mehrere winterfeste Baracken bauen können.",2,but could also be 3 because they want to help the refugees on lesbos and also don't want them in germany,2,,2,
1209000572248035328,Mon Dec 23 06:39:33 +0000 2019,"@UNHCR_Arabic Thanks to any efforts to #StandWithRefugees

We have great potential to contribute in building any society we will be resettled into

We are #StandWithIraqiRefugees in #Turkey stucked here for years without any hope, no one responded to our apeals
Please help processing our files",1,,1,,1,
1204069541405495296,Mon Dec 09 16:05:23 +0000 2019,"""We thought about the most famous refugee family in the world, the family of Jesus.""
#StandWithRefugees https://twitter.com/CNN/status/1204068777454952448",1,,1,,1,
1206106616405344256,Sun Dec 15 07:00:00 +0000 2019,Nathan Brown reflects on a single idea that serves as the foundation for the perpetuation of injustice and inequality in our world. http://bit.ly/2RAsS4k #asylum #asylumseeker #refugeeswelcome #adventist #christian,4,,3,with # tendency towards one but not sure of the conclusion/intention,1,"I'd say it's a 1, as the tweet talks about one idea that explains inequality and injustice in our world and mentions refugees/asylumseekers in the #"
1209859778207535105,Wed Dec 25 15:33:43 +0000 2019,"House Democrats call for investigation into border officials re: #asylumseeker who
""...won his case...But when he presented his court documents at a US port of entry...after the ruling...he was given a fake court date for January &amp; blocked"" #uspoli #CBP  https://m.dailykos.com/stories/2019/12/23/1907541/-House-Democrats-call-for-investigation-into-border-officials-giving-asylum-seekers-fake-court-dates?detail=emaildkre",1,or 4 because US,1,,1,
1204335285515038720,Tue Dec 10 09:41:22 +0000 2019,"'A man has been arrested in Bristol on suspicion of Islamist-related terrorism offences.'
Another day, another jihadi.
#Remigration
#Reconquista
BBC News - Man arrested in Bristol over suspected terror offences https://www.bbc.co.uk/news/uk-england-bristol-50725569",2,,2,,2,
1211950816673837056,Tue Dec 31 10:02:46 +0000 2019,"@Nasobeem @schweizok2 Weshalb ist derzeit eine offene Diskussion über #Remigration (noch) nicht möglich? 
https://www.youtube.com/watch?v=2M0cLbJHrbU",3,,3,,3,
1206545295687012352,Mon Dec 16 12:03:09 +0000 2019,"„#Seenotrettung“ verbilligt die Überfahrt, wird von professionellen Schleusern als Faktor ihrer Preiskalkulation bereits fest eingeplant. http://www.pi-news.net/2019/12/merkel-auf-der-jagd-nach-noch-mehr-fachkraeften-aus-aller-welt/",2,,2,,2,
1207201621798793216,Wed Dec 18 07:31:10 +0000 2019,"@MitschAlexander Dann wäre man ja ein Subunternehmer. Herrgott, hier geht es immer wieder um Menschen, die in SeeNOT sind! #seenotrettung #menschlichkeit",1,,1,,1,
1202325735236624385,Wed Dec 04 20:36:08 +0000 2019,"@focusonbusiness @Rudini48 @zeitonline @christianbangel Wenn alle mit dem gleichen Ergebniss arbeiten würden wie Frau ""dr"" Merkel, wären wir in vorsteinzeit. Arbeit muss konstruktiv und nicht destruktiv sein. #spaltung #energiewende #atomausstieg #bildung #flüchtlingskrise #infrastruktur #eurokrise nichts funktioniert wie es sein soll",2,,2,,2,
1205030923198238720,Thu Dec 12 07:45:35 +0000 2019,"#Armut
#Altersarmut

1200 € wären 2400 DM Rente hiervon hätte man gut leben können. Die Einkommen und Renten wurden halbiert, viele Ausgaben hingegen nicht.

#Eurokrise",1,,4,,1,As it mentions hardship of the elderly and that this hardship has to do with the eurocrisis
1201086053291118598,Sun Dec 01 10:30:04 +0000 2019,"It's been 10 years I haven't been to @Athens: #eurocrisis, #IMF austerity prog., #refugee crisis - u name it. 🇬🇷 suffered a lot but I'd say it has proven critics wrong: the change of mindset took place. So why not releasing them from part of their debt? Anything else is senseless",1,,1,,1,
1206623212018241536,Mon Dec 16 17:12:46 +0000 2019,@freebirdcapital @GuntherSchnabl @scientificecon @Markus_Krall We all know: it is not about #climate it is about central planning and excuses for direct government funding by #ECB and #MMT . All to fight #iceage and #eurocrisis in reality.,2,,3,,3,"I acutally cannot make much sense of the tweet: is it solidary or anti-solidary? Most likely this is a 3, as there is a clear referral to the eurocrisis"
1211290272245542912,Sun Dec 29 14:18:00 +0000 2019,"This month we welcomed our new EU Commissioner for Crisis Management, @JanezLenarcic. Watch to find out what he will be focusing on over the next five years 🇪🇺#EUsolidarity #VDLCommission",4,,4,,4,
1201992771319582721,Tue Dec 03 22:33:03 +0000 2019,"Regional Development &amp; Cohesion Policy post 2020 at a glance
For #EUbudget 💶 2021-2027, the @EU_Commission proposes to modernise #CohesionPolicy, the EU's main investment policy and one of its most concrete expressions of #EUsolidarity.
#EUStrivesForMore https://eu.smh.re/4vE",1,,4,seems like news report but could also be 1 if it isn't,1,"Also not sure whether this is an article or not. However, it does mention that the EU wants to taylor it's investment policy towards more EU-Solidarity, so I'd annotate 1"
1208511753426022400,Sat Dec 21 22:17:09 +0000 2019,fuer mich bleiben solche personen auf solchen veranstaltungen terrorverdaechtige #BlockierMich #BlockMe #Breitscheidplatz #Islam #Islamismus #Islamisierung #islamicterrorist #IslamicTerrorism #RefugeesNotWelcome #Refugees #refugee #Merkel #Weihnachten ich amuesiere mich köstlich,2,,2,,2,
1208506176603926528,Sat Dec 21 21:55:00 +0000 2019,@schweinekatze ihr beschoeniger solltet euch schaemen mal mehr als nur die ueberschriften lesen #BlockierMich #BlockMe #Breitscheidplatz #Islam #Islamismus #Islamisierung #islamicterrorist #IslamicTerrorism #RefugeesNotWelcome #Refugees #refugee #Merkel #Weihnachten,2,,2,,2,
1205476862975193089,Fri Dec 13 13:17:35 +0000 2019,"Sour grapes seem to appeal to a tasteless minority.

#GE2019

#ExitEU #BritishIndependence

#LoveEurope and #Leaveeu https://twitter.com/EarlOfTrumpton/status/1205476401849229312",4,,3,,3,"Tweet seems relevant, as it talks about the EU and Leaving the Eu -- Not sure though on the solidarity, could be solidary or anti-solidary, so I'd annotate a 3. On one hand the tweet uses 'LoveEurope, but also #Leaveeu?"
1210144741523890176,Thu Dec 26 10:26:04 +0000 2019,"@guyverhofstadt Only big-headed eu politicians.

#GE2019
#ExitEU #BritishIndependence
#LoveEurope and #Leaveeu",2,,2,,2,
1211667062994550784,Mon Dec 30 15:15:14 +0000 2019,@InitiativGruppe Marina Schmoll ist #Sonderbeauftragte für unbegleitete minderjährige Geflüchtete. Zum #Weltkindertag am 20.9. sprach sie über die täglichen Herausforderungen ihrer Arbeit &amp; die Besonderheiten bei #Asylverfahren von Kindern und Jugendlichen. ▶️ https://www.bamf.de/SharedDocs/Interviews/DE/BAMFzeigtGesicht/interview-schmoll.html,4,,1,,4,I'd annoate a 4 as solidary/anti-solidary sentiment is not visible in the tweet
1210479247950843909,Fri Dec 27 08:35:16 +0000 2019,"🎧 Unsere Juristin @Lea_Beckmann_  im @dlfkultur über #KI in #Asylverfahren, unsere Studie zur #Handydatenauswertung bei Geflüchteten und die Arbeit der @freiheitsrechte: https://bit.ly/2F2C6Pb",4,,4,,4,
1207016207137853440,Tue Dec 17 19:14:23 +0000 2019,"""Zuwanderung verursacht in allen Fällen Gewinner und Verlierer"" – Volksw... https://youtu.be/TYlBLXWUIjA #Deutschland schafft sich ab! #Merkelmussweg jetzt! #Empfehlung 

#Migrationskrise zerstört unser Land #Klimakrise ist nur eine Story um für illegale #Migration zu zahlen!",2,,2,,2,
1207015535843655685,Tue Dec 17 19:11:43 +0000 2019,"@hellud123 @Ich2ES ""Zuwanderung verursacht in allen Fällen Gewinner und Verlierer"" – Volksw... https://youtu.be/TYlBLXWUIjA #Deutschland schafft sich ab! #Merkelmussweg jetzt! #Empfehlung 

#Migrationskrise zerstört unser Land #Klimakrise ist nur eine Story um für illegale #Migration zu zahlen!",2,,2,,2,
1202245354776862720,Wed Dec 04 15:16:43 +0000 2019,#Deutschland blutet aus! Während Ungelernte kommen: 180.000 Akademiker und Fachkräfte verlassen Deutschland jedes Jahr. #Merkel #Bundesregierung #Multikulti #Asylkrise  https://deutsche-wirtschafts-nachrichten.de/501278/Waehrend-Ungelernte-kommen-180000-Akademiker-und-Fachkraefte-verlassen-Deutschland-jedes-Jahr,2,,2,,2,
1203570836852166661,Sun Dec 08 07:03:43 +0000 2019,"Den Deutschen scheint das zu gefallen, sonst würden sie nicht immer die #Altparteien wählen , die dafür verantwortlich sind. #Altersarmut #Euro #EZB #Negativzinsen #CO2Steuer #Klimapolitik #Asylkrise https://twitter.com/cornelia_cagol/status/1203515387129876480",2,,2,,2,
1205537667934502917,Fri Dec 13 17:19:12 +0000 2019,"#Abschiebung verhindert
„Die internationale #Menschenrecht|skonvention steht über jedem nationalen #Asylrecht, auch dem bayerischen“, so Jörg Nellen, der Geschäftsführer der #GEW #Unterfranken
https://gew-unterfranken.de/?p=692",1,,1,,1,
1206862412734963712,Tue Dec 17 09:03:16 +0000 2019,Abschottungspolitik in #Deutschland: #Asylrecht so gründlich abgemurkst ? https://twitter.com/LenzRamona/status/1206860536236912640,3,,3,,3,
1210885626607931398,Sat Dec 28 11:30:05 +0000 2019,"#EU #Euro #EZB #ESM #Bundesbank #Transferunion #Banken #Minuszins #Target2 #Merkel #CDU #CSU #AfD #SPD

""Der auf diese Weise fast schon erzwungene Verleih des Geldes nach Südeuropa...""🤔😳🥴  👉#Futschi

http://www.hanswernersinn.de/de/warum-die-targetsalden-zurueckgehen-faz-18122019",4,,2,,2,"Sounds to me like the author does not like money going to south europe, as the author thinks the money is then ""Futsch"". I'd annotate a 2 here"
1205584263388815361,Fri Dec 13 20:24:21 +0000 2019,@polenz_r Genau ! Schluss mit #Transferunion und dem #Euro ! Und #Target2 !,2,,2,,2,
1202252128745639938,Wed Dec 04 15:43:38 +0000 2019,Die Wahrheit tut manchmal weh. Die sicheren Häfen in #Afrika sicherlich nicht. Besser als noch mehr Migranten heimlich in D einzufliegen. #EUSolidarität #Alankurdi #oocpanther,2,,2,,2,
1209844764549488646,Wed Dec 25 14:34:04 +0000 2019,#Turkey cannot absorb another 3 million people with any quality of life. The #EU can. When we say #OpenTheBorders we mean *all* the borders it takes. #Idlib #Idlibunderfire The alternative is to find the guts to stop #Assad and #Putin - NOW. https://twitter.com/grannies4equal/status/1209787708064894976,1,,1,,1,
1207745766548221952,Thu Dec 19 19:33:24 +0000 2019,"Urgent message to the world. The #WhiteHelmets leader at the #MaaratalNuman sector reports about the humanitarian catastrophe that threatens the lives of more than 180,000 people in #Idlib, northern #Syria.
#Outrage4Idlib
#IdlibUnderFire 
#OPENTHEBORDERS

https://twitter.com/i/status/1207673672602918914",1,,1,,1,
1205762743267184641,Sat Dec 14 08:13:34 +0000 2019,#Brexit : Kommt jetzt ne neue #Flüchtlingswelle? Und was sagt die #AfD dazu https://twitter.com/allwaysNoDev/status/1205761282395320321,3,,3,tendency towards 1 bc it seems like fun beeing made of the afd with british refugees? but could also be a report of an afd position?,3,
1208453729780940800,Sat Dec 21 18:26:35 +0000 2019,"#Erdogan sorgt für neue #Flüchtlingswelle aus Libyen
""Im Libyen-Konflikt stehen Ägypten, die Vereinigten Arabischen Emirate und Saudi-Arabien zusammen mit Russland auf der Seite Haftars. Katar soll dagegen mit der Türkei die Regierung in Tripolis stützen.""
https://app.handelsblatt.com/politik/international/tuerkei-parlament-in-ankara-stimmt-militaerkooperation-mit-libyen-zu/25359562.html?with=al&ticket=ST-39474603-aYdzpuf2xobvieRsgZgO-ap2",4,,4,,4,
1203924745856659457,Mon Dec 09 06:30:01 +0000 2019,"In der @FAZ_Wirtschaft erklärt @fetzert, wie die drastische Kürzung von Sozialausgaben seit 2010 den Wahlausgang des Brexit-Referendums beeinflusst hat: https://edition.faz.net/faz-edition/wirtschaft/2019-12-09/von-der-sparpolitik-zum-brexit/396917.html #Brexit #Europa #Austerität",4,,4,,4,
1203924755172204547,Mon Dec 09 06:30:04 +0000 2019,"""...Die analysierten Daten legen nahe, dass zwischen 3,5 und 11,9 %punkte des gesamten Anstiegs des Stimmanteils für die Ukip unter Farage nach 2010 auf die Sparpolitik zurückzuführen sind..."" #Brexit #Europa #Austerität Das Paper von @fetzert http://wrap.warwick.ac.uk/106313/7/WRAP-did-austerity-cause-Brexit-Fetzer-2018.pdf",4,,4,,4,
1204115388449075204,Mon Dec 09 19:07:34 +0000 2019,"#WirSindMehr wäre das Motto aller Opfer OHNE Migrationshintergrund, hätten die Verwerfungen unterm deutschen Regime sie nicht Leben und Stimme gekostet.

#niewieder2015",2,,2,,2,
1204386924179443713,Tue Dec 10 13:06:33 +0000 2019,"Die Frage ist doch die, wie konnte dieses Volk derart verblöden um das alles als gesetzte Normalität hinzunehmen #Merkelpoller
#Migrantenkriminalität #Terrorismus #Buntland #Clanterror #Eurorettungspolitik #Schuldenunion #Enteignung #Steuerwahnsinn #Nullzinspolitik #Antifaterror https://twitter.com/DaniEngel6/status/1202911121251995648",2,,2,,2,
1204385529120382978,Tue Dec 10 13:01:01 +0000 2019,"@Blue_Bell74 @keinlemming #Merkel #EuropeanUnion #EUdSSR #Euro #Schuldenunion #Maastricht #Versailles #Deutschland
Koste es was es wolle",2,,2,,2,
1209501221544853505,Tue Dec 24 15:48:57 +0000 2019,"@ZDFheute @EU_Commission Nein, ich kann es nicht mehr hören und nicht mehr ertragen. Ich sage: jagt sie zum Teufel! Ja es ist bôse aber das Ende der fahnenstange ist erreicht #noAsyl",2,,2,,2,
1231979399123210240,Mon Feb 24 16:29:12 +0000 2020,"Her willingness to read and discover has accelerated the process of becoming integrated after her arrival in Germany. 
 
http://rawafed.interaxion-tk.de/index.php/en/personal-stories/living-in-germany-as-a-foreigner-the-language-barrier-and-the-social-activities 

#arianagrande #article #women #feminism #GirlPower  #magazine #heforshe #refugee  #foreigner",1,,1,,1,
1226983827681226753,Mon Feb 10 21:38:35 +0000 2020,#RWConference2020 @RefugeeWeek @CounterArts @refugeecouncil Thank you very much for the excellent job you did in organising the conference #refugee,1,,1,,1,
1231887618297614337,Mon Feb 24 10:24:30 +0000 2020,Turn by turn Representatives discuss best practices and challenges while targeting the three zeros and agenda2030 @UNFPA_WCARO  @UNFPANigeria #leavenoonebehind,3,,3,,3,
1227442996607668224,Wed Feb 12 04:03:09 +0000 2020,"Malaysia’s International Investment Position recorded a higher net liabilities of RM47.3 billion as at end of Q4 2019. 

#StatsMalaysia
#MyStatsDay
#BetterDataBetterLives
#LeaveNoOneBehind
#SDG
#MyCensus2020
#MenghitungMalaysia
#DataAndaMasaDepanKita
#PastikanAndaDibanci",4,,4,,4,
1230573545782218752,Thu Feb 20 19:22:50 +0000 2020,"""Sea-Watch 4“: Flüchtlingsschiff der evangelischen Kirche getauft https://www.welt.de/politik/deutschland/article206021543/Evangelische-Kirche-Fluechtlingsschiff-Sea-Watch-4-getauft.html #Seenotrettung #Mittelmeer",1,,1,,1,
1233421072814481410,Fri Feb 28 15:57:54 +0000 2020,"Seenotrettung ist kein Verbrechen, sondern Menschenpflicht.
https://www.change.org/p/europas-schiffe-m%C3%BCssen-retten
#Seenotrettung #seawatch #RefugeesWelcome #Menschenrechte #HumanRights #luebeck #SchleswigHolstein #galluebeck #OpenArms",1,,1,,1,
1233763042795675649,Sat Feb 29 14:36:46 +0000 2020,"@AlfredMittelbch @erwinloewe Szenario: wenn die #Flüchtlinge aus #Griechenland hier ankommen und sich hier wie Sau benehmen (z.b. Antisemitismus), kann man es den Rechten in die Schuhe schieben und seinen eigenen Kopf aus der Schlinge ziehen mit: ""Wir haben es versucht! Die Rechten wollten nicht!""

🤔",2,,2,,2,
1233824432633864192,Sat Feb 29 18:40:42 +0000 2020,#ORF #ZiB-1 #Türkei. Vorgehen der #Türkei in #Syrien ist völlkerrechtswidrig. #Idlib. Warum wird das nicht gesagt? #Flüchtlinge.,1,,4,,1,I'd say this tweet concerns migrants and the author wants to bring justice by saying that what migrants experience is against international law. Therefore I'd assume the tweet is solidary
1226801479496822785,Mon Feb 10 09:34:00 +0000 2020,"Immer mehr #Ausreisepflichtige, aber immer weniger #Abschiebung|en. Wie kann das sein?

https://www.facebook.com/permalink.php?story_fbid=614027796064561&id=322086921925318

#dankemerkel #duldung #flüchtling #asyl #asylbewerber

Hintergrundbild: https://pixabay.com/",2,,2,,2,
1232777112886448128,Wed Feb 26 21:19:02 +0000 2020,Angst vor #Coronavirus bei Berliner Polizisten. Die Beamten lehnen die Vernehmung von Flüchtlingen ab. Der Grund: Ein #Flüchtling kam aus #Italien. Der Corona-Verdacht wurde bei diesem nicht bestätigt. https://www.tagesspiegel.de/berlin/nach-einsatz-im-fluechtlingsamt-angst-vor-coronavirus-bei-berliner-polizisten/25585378.html,4,,4,,4,
1226419463265890304,Sun Feb 09 08:16:00 +0000 2020,".@antonioguterres 
You refuse to help #Syrians and see their suffering. At least make countries open the borders to those that need to leave. Elderly people cannot leave, and as #Assad invades cities, his soldiers kill them and mutilate their bodies.
#OPENTHEBORDERS to #Europe!",1,,1,,1,
1223595535455617025,Sat Feb 01 13:14:43 +0000 2020,Warum gibt es da nicht eine viel krasser Reaktion drauf?! Ich will kein zweites #abolishICE #FluchtistkeinVerbrechen #opentheborders https://twitter.com/_Seebruecke_/status/1223275197928701952,1,,1,,1,
1228803534201602048,Sat Feb 15 22:09:27 +0000 2020,"@AmyMek This is further proof, “Females Are Not Equal”. Countries allow the rape of women/children, yet they support rapists&amp; paedophiles! Flagrant Abuse of Human Rights! Where is UN? Where is Law Enforcement?#ExitEU #RejectCorruptUN#ProtectFemales",1,,1,,1,
1224780100274515968,Tue Feb 04 19:41:45 +0000 2020,"@kevinb16199864 Please, Italy #ExitEU #WithdrawFromUN#SaveYourDemocracy",2,,2,,2,
1233330410119221249,Fri Feb 28 09:57:38 +0000 2020,".... Ein Viertel der Bevölkerung habe einen Migrationshintergrund und fürchte „um seine Unversehrtheit, um seine Zukunft und die seiner Kinder“, schrieben die Absender in ihrem Brief an Merkel.

Sie fürchten? Was ist mit den DEUTSCHEN? 
Unverschämter gehts wohl kaum!
#Remigration https://twitter.com/rotrunner_ber/status/1233295688919900160",2,,2,,2,
1227334598666969088,Tue Feb 11 20:52:25 +0000 2020,"@TheNastyLee @Nature_and_Race They had descendants of black slaves in USA.
No such thing in Europe, so they're invading us with third world ""refugees"".
This is a war.
#Remigration #WhiteGenocide",2,,2,,2,
1223616203387822080,Sat Feb 01 14:36:51 +0000 2020,#Putin über die wahnsinnige #Flüchtlingspolitik und verrückten Gerichtsurteile in der #EU. #Merkel #Seehofer #Asylkrise #Justiz https://twitter.com/FfFrauki/status/1223596614532640771,2,,2,,2,
1231993795006386177,Mon Feb 24 17:26:24 +0000 2020,"Wenn die Bevölkerung sich ungerecht behandelt fühlt z.B bei der #Asylkrise oder #Dieselaffäre, dann muss diese das Bewusstsein dafür bekommen, dass sie es selbst ist, die den #Rechtsstaat trägt und die Richtung der #Politik bestimmt!#Demokratie",2,,2,,2,
1228470490039308290,Sat Feb 15 00:06:03 +0000 2020,"#Sprachreise Tag 2: Mit ein paar bekannten JournalistInnen im Gespräch auf der #MSC2020, stelle ich fest, dass #Framing auch nach #Asyltourismus und #Flüchtlingswelle noch aktuell ist. „Ist nicht gar #Westlessness (das Konferenzmotto) genau dies?“, wird in den Raum geworfen. 1/x",1,,3,,1,"The author is critical towards words like ""asyltourismus"" and ""Flüchtlingswelle"", which do have a negative undertone towards asylumseekers. Therefore I'd think the tweet is solidary"
1230647593887260675,Fri Feb 21 00:17:05 +0000 2020,"Ein Beispiel: im Jahr der größten #Flüchtlingswelle war ich Student an der Uni Göttingen. Als ich eines Tages zwischen zwei Vorlesungen mit einem Kaffee in der Sonne saß, sah (und hörte) ich einen Mann mittleren Alters, der in gebrochenem Englisch zwei Studenten um Hilfe bat.",3,,3,,3,
1228276700238241793,Fri Feb 14 11:16:00 +0000 2020,"This #ValentinesDay2020, #StandWithRefugees.",1,,1,,1,
1232416308949585922,Tue Feb 25 21:25:19 +0000 2020,"@ulimuc1 seeking asylum is a human right

#StandWithRefugees
#CloseMigrantCenters",1,,1,,1,
1230872650517565440,Fri Feb 21 15:11:23 +0000 2020,"Checkout ""Immigration Detention: The Agony in Haunting Pictures"" http://bit.ly/2GDvkPt by @TobarWriter #NYT Op-Ed about power of art to drive change.  #ImmigrationReform #Immigration #AsylumSeeker",1,,1,,1,
1227385191683022849,Wed Feb 12 00:13:28 +0000 2020,"@AthensVoice Most likely the fake documents illegal #asylumseeker, sold his own daughter. We hope that the girl did not end at a #pedophile ring . Prosecution must investigate the shady NGO S asap .",2,,2,,2,
1230577677142241283,Thu Feb 20 19:39:15 +0000 2020,"Kann mir vorstellen, dass Bilder von verelendenden Flüchtlingen in Griechenland das Menschenbild bei uns verändert hat.
Sie befördern das Gefühl, auf der Gewinnerseite zu sein und damit auf der Seite die bestimmt, wer auf der Verliererseite zu sein hat.
#Asylrecht",1,,1,,1,
1225216496068104192,Thu Feb 06 00:35:50 +0000 2020,"Die Platte läuft nun schon seit mindestens 40 Jahren - und trotzdem legen sie #SVP, #AfD, #FPÖ und Co. wieder und wieder auf. So oft darf höchstens Exile On Main Street laufen, ohne langweilig zu werden. #Asylrecht",1,,1,,1,
