id,date,text,Daniel,,Tobias,,Agreement
1237659345594302466,Wed Mar 11 08:39:17 +0000 2020,"Very sharp observation. The #Coronacrisis is following the playbook of the #Eurocrisis: #France wants big stimulus. #Merkel says no. @EU_Commission offers to recycle structural funds to the meager tune of €7,5bn, and get the member states to chip in €17,5bn. Very worrying. https://twitter.com/BernardodMiguel/status/1237655677679669249",1,,1,"Solidaric cause of the ""very worrying""",1
1247732027761266688,Wed Apr 08 03:44:31 +0000 2020,"@FabioDeMasi: #Merkel and #Scholz risk triggering a new #eurocrisis with dire costs for #Germany! Their resistance to #CoronaBonds is totally unjustified... Germany’s liability risk would be practically zero, given that the @ecb can never go broke in #Euro! ☝🏻",1,,1,,1
1234220899903135745,Sun Mar 01 20:56:07 +0000 2020,@paulkrugman #Italy is the first country which starts with fiscal stimulus to compensate the problem linked to spread of #coronavirus #COVID19 The increase in public spending (see chart) with a high rate DEBT vs GDP if this lengthens is the first step in #globalcrisis for #default #eurocrisis,4,,4,,4
1245630957878530048,Thu Apr 02 08:35:37 +0000 2020,"And amongst all these rather depressing news, it's sometimes important to emphasise the small but positive developments:  The German tabloid Bild shows solidarity with Italy in the #COVID19 crisis. An important change in comparison to the #Eurocrisis &amp; Greece! https://twitter.com/NvOndarza/status/1245616385931087876",1,,1,,1
1234489685134712832,Mon Mar 02 14:44:11 +0000 2020,"@TomTraubert2009 @Austinwrk @PatKennyNT @ESRIDublin I'm ""Very Surprised"", Tom, that you
actually TRUST #Eu....

ALL.. . of US who are suffering via #Austerity, DESERVE BETTER from you, @AngelaMerkelSPD and all others involved.

#FUmerkel, RETRACT your imposition of 42% #EU #OdiousDebt on Ireland.

Do it NOW, you Fascist !!!

#pknt",1,,2,,?
1249425312296906752,Sun Apr 12 19:53:02 +0000 2020,"It’s a bit more serious than this...
@FineGael supported by @fiannafailparty ran #austerity policies that resulted in record numbers of #homeless and a growing #WealthDivide in a country with a 3rd world public health system.
Nothing they have done will survive #EU collapse. https://twitter.com/VillageMagIRE/status/1249422532991729664",2,,2,,2
1245369206666919937,Wed Apr 01 15:15:31 +0000 2020,"#Shopping: Evade the huge #alien #space #coffin, just avoid the #tax-evading #evil global AMAZ0N corporation.
#money #gaming #WednesdayWisdom #humour #humor #giveaway #debt #austerity #ClimateChange #ClimateCrisis #EuropeanUnion #europe #eu #economy #moneyslavefr #student #cash",4,,1,,?
1235332927367544833,Wed Mar 04 22:34:55 +0000 2020,"@BBCNewsnight #UK refuses to be part of #EU health warning system...10,000 European doctors &amp; nurses have left #NHS since 2016. #BrexitReality 
Since 2010 more than 17,000 hospital beds have been cut. #Austerity 
Thank @Jeremy_Hunt @MattHancock
#COVIDー19
 https://bit.ly/2TnlwSl",1,,1,,1
1244929326769942529,Tue Mar 31 10:07:35 +0000 2020,"The #EU imposed #austerity on us all, which we know doesn't help recover from economic crisis. It debilitated our well-fare state, it weakened our healthcare system. AND NOW IT FUCKING BLAMES US.
What would have happened if this were a northern country? It's like we don't learn https://twitter.com/BenjaminNorton/status/1244705020777504769",3,not sure if blaming the EU and wanting to part ot if calling for solidarity with their country,2,I guess this is a greek tweet and for this this is not solidaric with the eu.,?
1235510281171660800,Thu Mar 05 10:19:40 +0000 2020,"@ericCthielen Aber alle Regularien zu #Migration + #Asyl waren doch absichtlich in der d-#EU-tsch darauf angelegt, die südlichen #Austerität-verarmten Kolonien (Südländer) damit allein zu lassen",1,,2,,?
1264824363762753542,Mon May 25 07:43:22 +0000 2020,"@OlafGersemann @welt @florianeder Wobei, moderate #Austerität &amp; „#Strukturreformen waren doch spätestens seit den 1980ern #Mainstream. 
Auch #Finanzkrise &amp; #Eurokrise haben das nicht wesentlich erschüttert?
https://de.wikipedia.org/wiki/Washington_Consensus",3,,3,,3
1235678270181568518,Thu Mar 05 21:27:12 +0000 2020,@UweNess Also #schaeuble das wandelnde vergiftete Klima. Für #Griechenland und die anderen d-#EU-tsch-#Austerität-Sklavenstaaten stimmt das auf jeden Fall,3,,2,,?
1247803582797066241,Wed Apr 08 08:28:51 +0000 2020,"Mögliche Folgen der #Coronakrise für die #Eurozone, durchgespielt von @Felix_Ulric und Etienne Schneider in @Ztschr_Prokla. Mehr #Austerität oder Chancen auf eine postneoliberale Wirtschaft?  

https://prokla.de/index.php/PROKLA/article/view/1873/1803",4,,4,,4
1243525036125929473,Fri Mar 27 13:07:26 +0000 2020,"@OssiDan @lgbeutin @EU_Commission Erinnern wir uns noch an die Bilder, als die Gesundheitsarbeiter*innen gegen die Kürzungen in #Frankreich protestiert haben?
Solang #Austerität &amp; #Neoliberalismus die Politik der #EU bestimmt, gibt es schwerlich #Solidaritaet unter den Mitgliedern
#covid19eu #COVID19de #COVID19fr",1,,1,,1
1265402778828058630,Tue May 26 22:01:47 +0000 2020,"@katarinabarley @harryclarkhci @cducsubt Hirntote! Mit Dumpinglöhnen die anderen EU Staaten runter konkurrieren, dann aber eine #Transferunion fahren. Was glauben die asozialen Hohlbirnen eigentlich, mit wem sie es zu tun haben?!",2,,2,,2
1245708420789014528,Thu Apr 02 13:43:26 +0000 2020,"@starkwatzinger von der @fdp mit einem Artikel gegen #Eurobonds. Leider hat sie den Unterschied zwischen diesen und #Coronabonds nicht verstanden. Es geht nicht um die Einführung einer #Transferunion sondern um gemeinsame Hilfen beschränkt auf die #Krise.

https://focus.de/11841540",1,,1,,1
1265361871844016133,Tue May 26 19:19:14 +0000 2020,"@SWagenknecht ""#Mindestlohn senken"" heißt, dass die #CDU die Eindämmung der unsozialen, umweltschädlichen+asymmetrischen #Globalisierung ablehnt. Niedriglöhner reduziert auf ein Mittel zum Zweck. Dumpinglöhne gegen #EU Mitglieder, aber #Transferunion. Sorry, aber die haben doch den Arsch auf.",2,,2,,2
1266733241219891203,Sat May 30 14:08:34 +0000 2020,"#Souveränität lohnt sich!
#Schweiz meisterte bisher #Coronakrise am #besten, das bestätigt eine neue #deutsche Studie.
Die #EU ringt noch politisch um ihr € 750 Mrd Paket - Ausgang offen - kommt #Transferunion?
Studie zeigt, Geschwindigkeit zählt. https://twitter.com/hjbertschi/status/1266719759908962304",4,,4,,4
1251428156977885186,Sat Apr 18 08:31:37 +0000 2020,"""Die Schulden, die beim Wiederaufbau entstehen, sollen vergemeinschaftet werden"". Oder anders ausgedrückt: Deutschland soll zahlen.  #EU #Transferunion
https://www.n-tv.de/21722444",2,,2,,2
1252941928452296704,Wed Apr 22 12:46:48 +0000 2020,"#EUsolidarität und #faz und #igorpianist
Damit wir nicht zu finanzstark nach außen wirken, sollen z.B. Künstler also den Kürzesten ziehen, verstehe ich die Kanzlerin richtig? Armes Land :(",1,,1,,1
1253001180072022018,Wed Apr 22 16:42:15 +0000 2020,"@igorpianist Wenn #EUSolidarität nur dieses eine Instrument sein kann – #Eurobonds unter den Bedingungen der Fordernden. Dann ist das keine Solidarität, das ist politische Erpressung.",2,,3,hashtag is solidaric but tweet seams anti-solidaric,?
1251563135393247234,Sat Apr 18 17:27:59 +0000 2020,"Daumen hoch! Deutschland 🇩🇪und Luxemburg 🇱🇺gehen im Rahmen der #KoalitionDerWilligen voran und haben begonnen, unbegleitete Minderjährige von den katastrophalen Zuständen auf den griechischen Inseln rauszuholen. #EUSolidarität. https://twitter.com/ZDFheute/status/1251557377524092928",1,,1,,1
1246205361926942720,Fri Apr 03 22:38:06 +0000 2020,"@ButzAlbert @ArminLaschet Was meinen Sie mit""fremd""belegt? Im Moment bekommen die Patienten ein Bett, die es am dringendsten brauchen.. Da  wir zur Zeit Kapazitäten haben, werden hier auch Patienten aus Italien, Frankreich und den Niederlanden behandelt.Wir haben die meisten Intensivbetten.
#EUSolidarität",1,,1,,1
1243482483624206336,Fri Mar 27 10:18:21 +0000 2020,"Außenminister #Maas: „Sich gegenseitig in #Europa zu helfen, sollte eine Selbstverständlichkeit für uns alle sein. Die #Solidarität, gerade in schwierigen Zeiten, gehört zum #Fundament der Europäischen Union. #EUSolidarität ist das Gebot der Stunde.“ #CoVid19 #EUSolidarity 🇪🇺",1,,1,,1
1263483300322164739,Thu May 21 14:54:27 +0000 2020,"Our Founder &amp; CEO @jnordvig wrote about the importance of the Macron-Merkel proposal in the 
@FT today. The next key event is May 27, when the European Commission presents the formal proposal for the Recovery Fund.

https://www.ft.com/content/cd0fc1ed-b971-4159-a63c-5c3cf8470aaf

#fiscalunion #FutureOfTheEuro $EURUSD",1,,4,,?
1260238222661169152,Tue May 12 15:59:41 +0000 2020,"“There must be a strong element of true fiscal #solidarity by common #resources for those countries most strongly affected”
#COVIDー19 #EU #FiscalCapacity #FiscalUnion #EuropeanFiscalUnion
by @Der_BDI @medef @Confindustria via @FT 
https://on.ft.com/2zyP2Ne",1,,1,,1
1259184704785461254,Sat May 09 18:13:22 +0000 2020,"Ms @Lagarde said a “common European fiscal response is highly desirable”, adding that it needed to be “swift, sizeable and symmetrical”' #EuroZone #EuroArea #Euro #EU #FiscalUnion #EuropeanFiscalUnion #Eurobonds
https://www.ft.com/content/7ef2b820-5c1b-45e7-86ac-eb18e5806f04?shareType=nongift via @FT",1,,1,,1
1263065043819790336,Wed May 20 11:12:27 +0000 2020,"By ignoring structurally higher “own resources” for the #EU and while avoiding genuine “joint and several” guarantees for borrowing, this is NOT a move towards a #FiscalUnion or #Eurobonds or even #Coronabonds or a #SafeAsset for the #eurozone. EC already borrows on similar terms",3,,4,,?
1255924225698861057,Thu Apr 30 18:17:24 +0000 2020,"""Rather than fueling inequality by competing aggressively with each other, European countries should move toward joint taxation and democratic governance.""

Thomas Piketty: Willing #EU countries should spearhead fiscal union https://www.politico.eu/article/thomas-piketty-willing-eu-countries-should-spearhead-fiscal-union/

#FiscalUnion #Coronabonds #Tax",1,,1,,1
1264440912626753541,Sun May 24 06:19:40 +0000 2020,"#Wiederaufbaufonds ja, #Gemeinschaftsschulden nein!

Für einen Schritt zur #Fiskalunion ist nicht die Zeit. 
Die #EU muss den Wiederaufbaufonds durch direkte Budgetbeiträge der Mitglieder finanzieren, nicht durch Gemeinschaftsschulden. 

#Merkel #Macron #Kurz @faznet @FAZ_Politik https://twitter.com/FAZ_Politik/status/1264428455006961665",2,,2,,2
1264471803935756289,Sun May 24 08:22:25 +0000 2020,"#Euro-gruppen-Chef Mário #Gomes, Mitglied der Parlamentariergruppe des Partido Socialista (PS) im portugiesischen Parlament, hat den deutsch-französischen Vorschlag für einen 500 Mrd. Euro europäischen #Wiederaufbaufonds als Fortschritt auf dem Weg zu einer #Fiskalunion gelobt. https://twitter.com/faznet/status/1264453832026787840",1,,1,,1
1264535138991472640,Sun May 24 12:34:05 +0000 2020,"Ich bin zuversichtlich, dass der nächste Schritt zur #Fiskalunion die Angleichung v. #Produktivität, Arbeitszeiten &amp; Renteneintritt ist. Die Versorgung mit gleichen Anteilen an #Wohneigentum &amp; #Medianvermögen auch. Und #Sozialleistungen wie in Portugal.
https://www.welt.de/politik/article208200731/Corona-Krise-Schaeuble-warnt-vor-Einbruch-wie-wir-ihn-zu-Lebzeiten-nicht-erlebt-haben.html",3,,2,,?
1261231804104822784,Fri May 15 09:47:49 +0000 2020,"Die Fortentwicklung der #EU27 (Staatengemeinschaft) in eine #Fiskalunion, muss unumkehrbar an eine neoliberale Wirtschaftsordnung gebunden sein. In #Europa ist für #Sozialismus oder gar #Kommunismus kein Platz. Der #Kollektivismus in der #UN ist mit #Europa unvereinbar. #Markt",3,,4,,?
1245664784307150848,Thu Apr 02 10:50:02 +0000 2020,"@tagesschau Wir brauchen endlich eine #Fiskalunion, sonst läuft sich die EU irgendwann tot.",1,,1,,1
